signal,domain,buffer_size,overload,method,policy,epsilon,emitted,delivered,max_occupancy,occupancy_ratio,overflow_events,dropped,stalled,max_dev,eps_violation_ratio,snr_db
IR014_3,vibration,256,5,SDT,stall,1.412036e-01,1043,1043,256,1.0000,18,0,18,4.508120e-01,3.1926,5.278024
IR014_3,vibration,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,1.980658
IR014_3,vibration,256,10,SDT,unbounded,1.872685e-01,658,658,266,1.0391,0,0,0,0.000000e+00,0.0000,3.481178
IR014_3,vibration,256,10,SDT,fifo_drop,1.872685e-01,658,648,256,1.0000,10,10,0,0.000000e+00,0.0000,3.202710
IR014_3,vibration,256,10,SDT,stall,1.872685e-01,648,648,256,1.0000,34,0,34,5.152175e-01,2.7512,3.273179
IR014_3,vibration,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,0.435199
IR014_3,vibration,256,20,SDT,unbounded,2.293175e-01,454,454,257,1.0039,0,0,0,0.000000e+00,0.0000,2.861021
IR014_3,vibration,256,20,SDT,fifo_drop,2.293175e-01,454,453,256,1.0000,1,1,0,0.000000e+00,0.0000,2.516413
IR014_3,vibration,256,20,SDT,stall,2.293175e-01,455,455,256,1.0000,49,0,49,3.292020e-01,1.4356,2.778712
IR014_3,vibration,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,17.104353
IR014_3,vibration,512,2,SDT,unbounded,3.992640e-02,2512,2512,513,1.0020,0,0,0,0.000000e+00,0.0000,18.485410
IR014_3,vibration,512,2,SDT,fifo_drop,3.992640e-02,2512,2511,512,1.0000,1,1,0,0.000000e+00,0.0000,18.453998
IR014_3,vibration,512,2,SDT,stall,3.992640e-02,2511,2511,512,1.0000,5,0,5,1.126485e-01,2.8214,18.367244
IR014_3,vibration,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,6.856115
IR014_3,vibration,512,5,SDT,unbounded,1.184968e-01,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,6.855657
IR014_3,vibration,512,5,SDT,fifo_drop,1.184968e-01,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,6.855657
IR014_3,vibration,512,5,SDT,stall,1.184968e-01,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,6.855657
IR014_3,vibration,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,3.840341
IR014_3,vibration,512,10,SDT,unbounded,1.555587e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,4.851771
IR014_3,vibration,512,10,SDT,fifo_drop,1.555587e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,4.851771
IR014_3,vibration,512,10,SDT,stall,1.555587e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,4.851771
IR014_3,vibration,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,2.739470
IR014_3,vibration,512,20,SDT,unbounded,1.791671e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,3.981570
IR014_3,vibration,512,20,SDT,fifo_drop,1.791671e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,3.981570
IR014_3,vibration,512,20,SDT,stall,1.791671e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,3.981570
B014_0,vibration,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,11.559405
B014_0,vibration,64,2,SDT,unbounded,5.484867e-02,2063,2063,114,1.7812,0,0,0,0.000000e+00,0.0000,11.620329
B014_0,vibration,64,2,SDT,fifo_drop,5.484867e-02,2063,2007,64,1.0000,56,56,0,0.000000e+00,0.0000,7.549742
B014_0,vibration,64,2,SDT,stall,5.484867e-02,2007,2007,64,1.0000,106,0,106,4.193260e-01,7.6451,8.895070
B014_0,vibration,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,2.469985
B014_0,vibration,64,5,SDT,unbounded,1.350917e-01,864,864,140,2.1875,0,0,0,0.000000e+00,0.0000,3.115744
B014_0,vibration,64,5,SDT,fifo_drop,1.350917e-01,864,788,64,1.0000,76,76,0,0.000000e+00,0.0000,1.681046
B014_0,vibration,64,5,SDT,stall,1.350917e-01,789,789,64,1.0000,162,0,162,6.062897e-01,4.4880,1.963104
B014_0,vibration,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,-0.523239
B014_0,vibration,64,10,SDT,unbounded,1.902444e-01,461,461,103,1.6094,0,0,0,0.000000e+00,0.0000,0.943995
B014_0,vibration,64,10,SDT,fifo_drop,1.902444e-01,461,422,64,1.0000,39,39,0,0.000000e+00,0.0000,0.060697
B014_0,vibration,64,10,SDT,stall,1.902444e-01,421,421,64,1.0000,120,0,120,5.713387e-01,3.0032,0.650700
B014_0,vibration,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,-2.499066
B014_0,vibration,64,20,SDT,unbounded,2.404991e-01,264,264,84,1.3125,0,0,0,0.000000e+00,0.0000,-0.201833
B014_0,vibration,64,20,SDT,fifo_drop,2.404991e-01,264,244,64,1.0000,20,20,0,0.000000e+00,0.0000,-0.869022
B014_0,vibration,64,20,SDT,stall,2.404991e-01,244,244,64,1.0000,78,0,78,5.058233e-01,2.1032,-0.417428
B014_0,vibration,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,12.367364
B014_0,vibration,128,2,SDT,unbounded,5.176267e-02,2127,2127,131,1.0234,0,0,0,0.000000e+00,0.0000,12.310875
B014_0,vibration,128,2,SDT,fifo_drop,5.176267e-02,2127,2124,128,1.0000,3,3,0,0.000000e+00,0.0000,11.966062
B014_0,vibration,128,2,SDT,stall,5.176267e-02,2124,2124,128,1.0000,13,0,13,2.066990e-01,3.9932,11.969647
B014_0,vibration,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,2.979899
B014_0,vibration,128,5,SDT,unbounded,1.297450e-01,927,927,167,1.3047,0,0,0,0.000000e+00,0.0000,3.329509
B014_0,vibration,128,5,SDT,fifo_drop,1.297450e-01,927,888,128,1.0000,39,39,0,0.000000e+00,0.0000,2.503730
B014_0,vibration,128,5,SDT,stall,1.297450e-01,889,889,128,1.0000,78,0,78,6.044753e-01,4.6589,2.780187
B014_0,vibration,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,-0.121723
B014_0,vibration,128,10,SDT,unbounded,1.804909e-01,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,1.216875
B014_0,vibration,128,10,SDT,fifo_drop,1.804909e-01,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,1.216875
B014_0,vibration,128,10,SDT,stall,1.804909e-01,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,1.216875
B014_0,vibration,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,-2.350689
B014_0,vibration,128,20,SDT,unbounded,2.206333e-01,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,0.114278
B014_0,vibration,128,20,SDT,fifo_drop,2.206333e-01,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,0.114278
B014_0,vibration,128,20,SDT,stall,2.206333e-01,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,0.114278
B014_0,vibration,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,13.515756
B014_0,vibration,256,2,SDT,unbounded,4.584750e-02,2257,2257,257,1.0039,0,0,0,0.000000e+00,0.0000,13.645338
B014_0,vibration,256,2,SDT,fifo_drop,4.584750e-02,2257,2256,256,1.0000,1,1,0,0.000000e+00,0.0000,13.584925
B014_0,vibration,256,2,SDT,stall,4.584750e-02,2256,2256,256,1.0000,1,0,1,9.786700e-02,2.1346,13.630129
B014_0,vibration,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,4.100644
B014_0,vibration,256,5,SDT,unbounded,1.182125e-01,1056,1056,256,1.0000,0,0,0,0.000000e+00,0.0000,4.132887
B014_0,vibration,256,5,SDT,fifo_drop,1.182125e-01,1056,1056,256,1.0000,0,0,0,0.000000e+00,0.0000,4.132887
B014_0,vibration,256,5,SDT,stall,1.182125e-01,1056,1056,256,1.0000,0,0,0,0.000000e+00,0.0000,4.132887
B014_0,vibration,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,0.611154
B014_0,vibration,256,10,SDT,unbounded,1.608915e-01,655,655,255,0.9961,0,0,0,0.000000e+00,0.0000,1.783353
B014_0,vibration,256,10,SDT,fifo_drop,1.608915e-01,655,655,255,0.9961,0,0,0,0.000000e+00,0.0000,1.783353
B014_0,vibration,256,10,SDT,stall,1.608915e-01,655,655,255,0.9961,0,0,0,0.000000e+00,0.0000,1.783353
B014_0,vibration,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,-0.493967
B014_0,vibration,256,20,SDT,unbounded,1.906994e-01,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,0.866195
B014_0,vibration,256,20,SDT,fifo_drop,1.906994e-01,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,0.866195
B014_0,vibration,256,20,SDT,stall,1.906994e-01,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,0.866195
B014_0,vibration,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,15.107725
B014_0,vibration,512,2,SDT,unbounded,3.654767e-02,2511,2511,511,0.9980,0,0,0,0.000000e+00,0.0000,16.253539
B014_0,vibration,512,2,SDT,fifo_drop,3.654767e-02,2511,2511,511,0.9980,0,0,0,0.000000e+00,0.0000,16.253539
B014_0,vibration,512,2,SDT,stall,3.654767e-02,2511,2511,511,0.9980,0,0,0,0.000000e+00,0.0000,16.253539
B014_0,vibration,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,5.385673
B014_0,vibration,512,5,SDT,unbounded,9.899238e-02,1312,1312,512,1.0000,0,0,0,0.000000e+00,0.0000,5.695121
B014_0,vibration,512,5,SDT,fifo_drop,9.899238e-02,1312,1312,512,1.0000,0,0,0,0.000000e+00,0.0000,5.695121
B014_0,vibration,512,5,SDT,stall,9.899238e-02,1312,1312,512,1.0000,0,0,0,0.000000e+00,0.0000,5.695121
B014_0,vibration,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,3.021436
B014_0,vibration,512,10,SDT,unbounded,1.314561e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,3.314963
B014_0,vibration,512,10,SDT,fifo_drop,1.314561e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,3.314963
B014_0,vibration,512,10,SDT,stall,1.314561e-01,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,3.314963
B014_0,vibration,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,0.695686
B014_0,vibration,512,20,SDT,unbounded,1.535548e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,2.204083
B014_0,vibration,512,20,SDT,fifo_drop,1.535548e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,2.204083
B014_0,vibration,512,20,SDT,stall,1.535548e-01,712,712,512,1.0000,0,0,0,0.000000e+00,0.0000,2.204083
B014_1,vibration,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,11.441336
B014_1,vibration,64,2,SDT,unbounded,6.833900e-02,2062,2062,132,2.0625,0,0,0,0.000000e+00,0.0000,12.751538
B014_1,vibration,64,2,SDT,fifo_drop,6.833900e-02,2062,1963,64,1.0000,99,99,0,0.000000e+00,0.0000,7.019302
B014_1,vibration,64,2,SDT,stall,6.833900e-02,1962,1962,64,1.0000,156,0,156,5.073660e-01,7.4243,9.130180
B014_1,vibration,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,2.661196
B014_1,vibration,64,5,SDT,unbounded,1.817107e-01,863,863,115,1.7969,0,0,0,0.000000e+00,0.0000,4.270441
B014_1,vibration,64,5,SDT,fifo_drop,1.817107e-01,863,785,64,1.0000,78,78,0,0.000000e+00,0.0000,2.540087
B014_1,vibration,64,5,SDT,stall,1.817107e-01,786,786,64,1.0000,157,0,157,8.301517e-01,4.5685,3.044011
B014_1,vibration,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,-0.760650
B014_1,vibration,64,10,SDT,unbounded,2.722244e-01,462,462,94,1.4688,0,0,0,0.000000e+00,0.0000,1.818725
B014_1,vibration,64,10,SDT,fifo_drop,2.722244e-01,462,432,64,1.0000,30,30,0,0.000000e+00,0.0000,0.484950
B014_1,vibration,64,10,SDT,stall,2.722244e-01,435,435,64,1.0000,93,0,93,7.728120e-01,2.8389,1.347066
B014_1,vibration,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,-4.007499
B014_1,vibration,64,20,SDT,unbounded,3.572355e-01,260,260,82,1.2812,0,0,0,0.000000e+00,0.0000,-0.280783
B014_1,vibration,64,20,SDT,fifo_drop,3.572355e-01,260,242,64,1.0000,18,18,0,0.000000e+00,0.0000,-1.509602
B014_1,vibration,64,20,SDT,stall,3.572355e-01,242,242,64,1.0000,124,0,124,6.410770e-01,1.7946,-0.463054
B014_1,vibration,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,12.663808
B014_1,vibration,128,2,SDT,unbounded,6.505550e-02,2128,2128,167,1.3047,0,0,0,0.000000e+00,0.0000,13.238813
B014_1,vibration,128,2,SDT,fifo_drop,6.505550e-02,2128,2089,128,1.0000,39,39,0,0.000000e+00,0.0000,11.369336
B014_1,vibration,128,2,SDT,stall,6.505550e-02,2086,2086,128,1.0000,59,0,59,4.514075e-01,6.9388,11.519863
B014_1,vibration,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,3.336327
B014_1,vibration,128,5,SDT,unbounded,1.714770e-01,928,928,176,1.3750,0,0,0,0.000000e+00,0.0000,4.552373
B014_1,vibration,128,5,SDT,fifo_drop,1.714770e-01,928,880,128,1.0000,48,48,0,0.000000e+00,0.0000,2.822971
B014_1,vibration,128,5,SDT,stall,1.714770e-01,881,881,128,1.0000,101,0,101,6.504990e-01,3.7935,3.773014
B014_1,vibration,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,0.143606
B014_1,vibration,128,10,SDT,unbounded,2.528511e-01,533,533,162,1.2656,0,0,0,0.000000e+00,0.0000,1.788680
B014_1,vibration,128,10,SDT,fifo_drop,2.528511e-01,533,499,128,1.0000,34,34,0,0.000000e+00,0.0000,1.038215
B014_1,vibration,128,10,SDT,stall,2.528511e-01,502,502,128,1.0000,74,0,74,6.881297e-01,2.7215,1.411800
B014_1,vibration,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,-3.977040
B014_1,vibration,128,20,SDT,unbounded,3.323421e-01,330,330,147,1.1484,0,0,0,0.000000e+00,0.0000,0.230100
B014_1,vibration,128,20,SDT,fifo_drop,3.323421e-01,330,311,128,1.0000,19,19,0,0.000000e+00,0.0000,-0.167906
B014_1,vibration,128,20,SDT,stall,3.323421e-01,313,313,128,1.0000,98,0,98,7.286303e-01,2.1924,0.116792
B014_1,vibration,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,13.875325
B014_1,vibration,256,2,SDT,unbounded,5.885567e-02,2256,2256,282,1.1016,0,0,0,0.000000e+00,0.0000,14.409430
B014_1,vibration,256,2,SDT,fifo_drop,5.885567e-02,2256,2230,256,1.0000,26,26,0,0.000000e+00,0.0000,11.941364
B014_1,vibration,256,2,SDT,stall,5.885567e-02,2228,2228,256,1.0000,35,0,35,4.514075e-01,7.6697,13.459711
B014_1,vibration,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,4.130597
B014_1,vibration,256,5,SDT,unbounded,1.522760e-01,1056,1056,297,1.1602,0,0,0,0.000000e+00,0.0000,5.483439
B014_1,vibration,256,5,SDT,fifo_drop,1.522760e-01,1056,1015,256,1.0000,41,41,0,0.000000e+00,0.0000,4.482813
B014_1,vibration,256,5,SDT,stall,1.522760e-01,1015,1015,256,1.0000,87,0,87,8.349710e-01,5.4833,4.453012
B014_1,vibration,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,0.690857
B014_1,vibration,256,10,SDT,unbounded,2.209663e-01,655,655,276,1.0781,0,0,0,0.000000e+00,0.0000,2.619025
B014_1,vibration,256,10,SDT,fifo_drop,2.209663e-01,655,635,256,1.0000,20,20,0,0.000000e+00,0.0000,2.098935
B014_1,vibration,256,10,SDT,stall,2.209663e-01,636,636,256,1.0000,72,0,72,7.286303e-01,3.2975,2.293894
B014_1,vibration,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,-2.132547
B014_1,vibration,256,20,SDT,unbounded,2.748199e-01,455,455,265,1.0352,0,0,0,0.000000e+00,0.0000,1.723170
B014_1,vibration,256,20,SDT,fifo_drop,2.748199e-01,455,446,256,1.0000,9,9,0,0.000000e+00,0.0000,1.231451
B014_1,vibration,256,20,SDT,stall,2.748199e-01,447,447,256,1.0000,59,0,59,8.518637e-01,3.0997,1.556221
B014_1,vibration,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,15.296881
B014_1,vibration,512,2,SDT,unbounded,4.580700e-02,2512,2512,516,1.0078,0,0,0,0.000000e+00,0.0000,17.193121
B014_1,vibration,512,2,SDT,fifo_drop,4.580700e-02,2512,2508,512,1.0000,4,4,0,0.000000e+00,0.0000,16.072507
B014_1,vibration,512,2,SDT,stall,4.580700e-02,2507,2507,512,1.0000,7,0,7,2.286280e-01,4.9911,16.853835
B014_1,vibration,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,5.662023
B014_1,vibration,512,5,SDT,unbounded,1.244548e-01,1313,1313,535,1.0449,0,0,0,0.000000e+00,0.0000,7.024377
B014_1,vibration,512,5,SDT,fifo_drop,1.244548e-01,1313,1290,512,1.0000,23,23,0,0.000000e+00,0.0000,5.752241
B014_1,vibration,512,5,SDT,stall,1.244548e-01,1290,1290,512,1.0000,45,0,45,8.349710e-01,6.7090,6.276223
B014_1,vibration,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,2.603003
B014_1,vibration,512,10,SDT,unbounded,1.762699e-01,911,911,522,1.0195,0,0,0,0.000000e+00,0.0000,4.381361
B014_1,vibration,512,10,SDT,fifo_drop,1.762699e-01,911,901,512,1.0000,10,10,0,0.000000e+00,0.0000,4.269629
B014_1,vibration,512,10,SDT,stall,1.762699e-01,901,901,512,1.0000,24,0,24,3.543247e-01,2.0101,4.292855
B014_1,vibration,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,0.946763
B014_1,vibration,512,20,SDT,unbounded,2.077547e-01,711,711,513,1.0020,0,0,0,0.000000e+00,0.0000,3.151781
B014_1,vibration,512,20,SDT,fifo_drop,2.077547e-01,711,710,512,1.0000,1,1,0,0.000000e+00,0.0000,3.122943
B014_1,vibration,512,20,SDT,stall,2.077547e-01,710,710,512,1.0000,8,0,8,2.549143e-01,1.2270,3.156330
B014_2,vibration,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,11.594445
B014_2,vibration,64,2,SDT,unbounded,5.161400e-02,2063,2063,137,2.1406,0,0,0,0.000000e+00,0.0000,11.827482
B014_2,vibration,64,2,SDT,fifo_drop,5.161400e-02,2063,1985,64,1.0000,78,78,0,0.000000e+00,0.0000,7.619694
B014_2,vibration,64,2,SDT,stall,5.161400e-02,1986,1986,64,1.0000,118,0,118,4.611535e-01,8.9347,8.332651
B014_2,vibration,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,2.162365
B014_2,vibration,64,5,SDT,unbounded,1.269840e-01,864,864,140,2.1875,0,0,0,0.000000e+00,0.0000,3.576692
B014_2,vibration,64,5,SDT,fifo_drop,1.269840e-01,864,780,64,1.0000,84,84,0,0.000000e+00,0.0000,1.308886
B014_2,vibration,64,5,SDT,stall,1.269840e-01,782,782,64,1.0000,156,0,156,9.974060e-01,7.8546,1.928093
B014_2,vibration,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,-0.093593
B014_2,vibration,64,10,SDT,unbounded,1.800243e-01,464,464,117,1.8281,0,0,0,0.000000e+00,0.0000,1.204714
B014_2,vibration,64,10,SDT,fifo_drop,1.800243e-01,464,411,64,1.0000,53,53,0,0.000000e+00,0.0000,-0.225987
B014_2,vibration,64,10,SDT,stall,1.800243e-01,411,411,64,1.0000,108,0,108,6.389657e-01,3.5493,0.598877
B014_2,vibration,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,-2.622786
B014_2,vibration,64,20,SDT,unbounded,2.296522e-01,264,264,90,1.4062,0,0,0,0.000000e+00,0.0000,-0.666951
B014_2,vibration,64,20,SDT,fifo_drop,2.296522e-01,264,238,64,1.0000,26,26,0,0.000000e+00,0.0000,-1.296593
B014_2,vibration,64,20,SDT,stall,2.296522e-01,238,238,64,1.0000,122,0,122,6.154665e-01,2.6800,-0.925477
B014_2,vibration,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,12.731281
B014_2,vibration,128,2,SDT,unbounded,4.862200e-02,2127,2127,148,1.1562,0,0,0,0.000000e+00,0.0000,12.432310
B014_2,vibration,128,2,SDT,fifo_drop,4.862200e-02,2127,2107,128,1.0000,20,20,0,0.000000e+00,0.0000,10.742255
B014_2,vibration,128,2,SDT,stall,4.862200e-02,2108,2108,128,1.0000,33,0,33,2.595710e-01,5.3386,11.844054
B014_2,vibration,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,3.230232
B014_2,vibration,128,5,SDT,unbounded,1.212927e-01,927,927,152,1.1875,0,0,0,0.000000e+00,0.0000,3.931054
B014_2,vibration,128,5,SDT,fifo_drop,1.212927e-01,927,903,128,1.0000,24,24,0,0.000000e+00,0.0000,3.308791
B014_2,vibration,128,5,SDT,stall,1.212927e-01,907,907,128,1.0000,58,0,58,4.209233e-01,3.4703,3.633067
B014_2,vibration,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,0.363059
B014_2,vibration,128,10,SDT,unbounded,1.696286e-01,528,528,136,1.0625,0,0,0,0.000000e+00,0.0000,1.427824
B014_2,vibration,128,10,SDT,fifo_drop,1.696286e-01,528,520,128,1.0000,8,8,0,0.000000e+00,0.0000,0.717007
B014_2,vibration,128,10,SDT,stall,1.696286e-01,520,520,128,1.0000,31,0,31,2.973640e-01,1.7530,1.350094
B014_2,vibration,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,-1.908590
B014_2,vibration,128,20,SDT,unbounded,2.091350e-01,327,327,131,1.0234,0,0,0,0.000000e+00,0.0000,0.579080
B014_2,vibration,128,20,SDT,fifo_drop,2.091350e-01,327,324,128,1.0000,3,3,0,0.000000e+00,0.0000,0.503012
B014_2,vibration,128,20,SDT,stall,2.091350e-01,324,324,128,1.0000,28,0,28,2.203762e-01,1.0538,0.648195
B014_2,vibration,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,14.064564
B014_2,vibration,256,2,SDT,unbounded,4.364067e-02,2256,2256,273,1.0664,0,0,0,0.000000e+00,0.0000,13.662543
B014_2,vibration,256,2,SDT,fifo_drop,4.364067e-02,2256,2239,256,1.0000,17,17,0,0.000000e+00,0.0000,12.835289
B014_2,vibration,256,2,SDT,stall,4.364067e-02,2239,2239,256,1.0000,23,0,23,3.078150e-01,7.0534,12.612131
B014_2,vibration,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,4.376735
B014_2,vibration,256,5,SDT,unbounded,1.101711e-01,1056,1056,268,1.0469,0,0,0,0.000000e+00,0.0000,4.526205
B014_2,vibration,256,5,SDT,fifo_drop,1.101711e-01,1056,1044,256,1.0000,12,12,0,0.000000e+00,0.0000,4.335358
B014_2,vibration,256,5,SDT,stall,1.101711e-01,1044,1044,256,1.0000,26,0,26,3.691745e-01,3.3509,4.264611
B014_2,vibration,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,1.376231
B014_2,vibration,256,10,SDT,unbounded,1.525559e-01,654,654,260,1.0156,0,0,0,0.000000e+00,0.0000,2.344681
B014_2,vibration,256,10,SDT,fifo_drop,1.525559e-01,654,650,256,1.0000,4,4,0,0.000000e+00,0.0000,2.267743
B014_2,vibration,256,10,SDT,stall,1.525559e-01,649,649,256,1.0000,8,0,8,2.861027e-01,1.8754,2.306716
B014_2,vibration,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,-0.685567
B014_2,vibration,256,20,SDT,unbounded,1.806690e-01,456,456,259,1.0117,0,0,0,0.000000e+00,0.0000,1.200478
B014_2,vibration,256,20,SDT,fifo_drop,1.806690e-01,456,453,256,1.0000,3,3,0,0.000000e+00,0.0000,1.188087
B014_2,vibration,256,20,SDT,stall,1.806690e-01,454,454,256,1.0000,17,0,17,2.913543e-01,1.6126,1.172515
B014_2,vibration,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,15.457957
B014_2,vibration,512,2,SDT,unbounded,3.449067e-02,2512,2512,522,1.0195,0,0,0,0.000000e+00,0.0000,16.482834
B014_2,vibration,512,2,SDT,fifo_drop,3.449067e-02,2512,2502,512,1.0000,10,10,0,0.000000e+00,0.0000,15.311528
B014_2,vibration,512,2,SDT,stall,3.449067e-02,2502,2502,512,1.0000,16,0,16,2.022315e-01,5.8634,15.687607
B014_2,vibration,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,5.916145
B014_2,vibration,512,5,SDT,unbounded,9.155967e-02,1312,1312,522,1.0195,0,0,0,0.000000e+00,0.0000,6.116920
B014_2,vibration,512,5,SDT,fifo_drop,9.155967e-02,1312,1302,512,1.0000,10,10,0,0.000000e+00,0.0000,5.983155
B014_2,vibration,512,5,SDT,stall,9.155967e-02,1303,1303,512,1.0000,23,0,23,3.280110e-01,3.5825,5.835525
B014_2,vibration,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,3.329842
