signal,domain,mode,beta,buffer_size,overload,retained,expected,CR,snr_db,mse,max_error,snr_saturated,spectral_correlation
ecg_215,ecg,SPAN,1.5000,512,5,911,911,2.1954,33.69167967,3.147430e-05,0.03250000,0,-1.00000000
ecg_215,ecg,SPAN,2.0000,512,5,911,911,2.1954,32.90786826,3.769965e-05,0.04250000,0,-1.00000000
ecg_215,ecg,REF_INTERP_ERROR,-1.0000,512,10,711,711,2.8129,31.48713819,5.228899e-05,0.04100000,0,-1.00000000
ecg_215,ecg,REF_VW_AREA,-1.0000,512,10,711,711,2.8129,30.93524922,5.937439e-05,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,0.0000,512,10,711,711,2.8129,31.48713819,5.228899e-05,0.04100000,0,-1.00000000
ecg_215,ecg,SPAN,0.2500,512,10,711,711,2.8129,31.30910862,5.447701e-05,0.03533333,0,-1.00000000
ecg_215,ecg,SPAN,0.5000,512,10,711,711,2.8129,31.20912695,5.574570e-05,0.03062500,0,-1.00000000
ecg_215,ecg,SPAN,0.7500,512,10,711,711,2.8129,31.17691318,5.616073e-05,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,1.0000,512,10,711,711,2.8129,30.93524922,5.937439e-05,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,1.2500,512,10,711,711,2.8129,30.28820169,6.891344e-05,0.05000000,0,-1.00000000
ecg_215,ecg,SPAN,1.5000,512,10,711,711,2.8129,29.88059670,7.569452e-05,0.06000000,0,-1.00000000
ecg_215,ecg,SPAN,2.0000,512,10,711,711,2.8129,29.14584121,8.964787e-05,0.08500000,0,-1.00000000
ecg_215,ecg,REF_INTERP_ERROR,-1.0000,512,20,611,611,3.2733,29.62431537,8.029575e-05,0.03900000,0,-1.00000000
ecg_215,ecg,REF_VW_AREA,-1.0000,512,20,611,611,3.2733,29.61652976,8.043983e-05,0.05000000,0,-1.00000000
ecg_215,ecg,SPAN,0.0000,512,20,611,611,3.2733,29.62431537,8.029575e-05,0.03900000,0,-1.00000000
ecg_215,ecg,SPAN,0.2500,512,20,611,611,3.2733,29.77216167,7.760826e-05,0.05000000,0,-1.00000000
ecg_215,ecg,SPAN,0.5000,512,20,611,611,3.2733,29.85523657,7.613782e-05,0.03533333,0,-1.00000000
ecg_215,ecg,SPAN,0.7500,512,20,611,611,3.2733,29.83181487,7.654955e-05,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,1.0000,512,20,611,611,3.2733,29.61652976,8.043983e-05,0.05000000,0,-1.00000000
ecg_215,ecg,SPAN,1.2500,512,20,611,611,3.2733,29.10163546,9.056503e-05,0.06000000,0,-1.00000000
ecg_215,ecg,SPAN,1.5000,512,20,611,611,3.2733,28.44868814,1.052580e-04,0.06750000,0,-1.00000000
ecg_215,ecg,SPAN,2.0000,512,20,611,611,3.2733,27.73547790,1.240442e-04,0.08500000,0,-1.00000000
ecg_215,ecg,REF_INTERP_ERROR,-1.0000,512,50,551,551,3.6298,29.02411284,9.219616e-05,0.03700000,0,-1.00000000
ecg_215,ecg,REF_VW_AREA,-1.0000,512,50,551,551,3.6298,28.30795301,1.087248e-04,0.05500000,0,-1.00000000
ecg_215,ecg,SPAN,0.0000,512,50,551,551,3.6298,29.02411284,9.219616e-05,0.03700000,0,-1.00000000
ecg_215,ecg,SPAN,0.2500,512,50,551,551,3.6298,28.90576465,9.474311e-05,0.04375000,0,-1.00000000
ecg_215,ecg,SPAN,0.5000,512,50,551,551,3.6298,28.83493801,9.630089e-05,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,0.7500,512,50,551,551,3.6298,28.85242849,9.591383e-05,0.04250000,0,-1.00000000
ecg_215,ecg,SPAN,1.0000,512,50,551,551,3.6298,28.30795301,1.087248e-04,0.05500000,0,-1.00000000
ecg_215,ecg,SPAN,1.2500,512,50,551,551,3.6298,27.99538467,1.168384e-04,0.06750000,0,-1.00000000
ecg_215,ecg,SPAN,1.5000,512,50,551,551,3.6298,27.49803764,1.310148e-04,0.08500000,0,-1.00000000
ecg_215,ecg,SPAN,2.0000,512,50,551,551,3.6298,26.88552680,1.508591e-04,0.08500000,0,-1.00000000
ecg_215,ecg,REF_INTERP_ERROR,-1.0000,512,100,531,531,3.7665,28.77301171,9.768389e-05,0.04527778,0,-1.00000000
ecg_215,ecg,REF_VW_AREA,-1.0000,512,100,531,531,3.7665,27.71438260,1.246482e-04,0.06000000,0,-1.00000000
ecg_215,ecg,SPAN,0.0000,512,100,531,531,3.7665,28.77301171,9.768389e-05,0.04527778,0,-1.00000000
ecg_215,ecg,SPAN,0.2500,512,100,531,531,3.7665,28.51902077,1.035671e-04,0.04000000,0,-1.00000000
ecg_215,ecg,SPAN,0.5000,512,100,531,531,3.7665,28.36131507,1.073971e-04,0.06200000,0,-1.00000000
ecg_215,ecg,SPAN,0.7500,512,100,531,531,3.7665,28.44808473,1.052727e-04,0.05000000,0,-1.00000000
ecg_215,ecg,SPAN,1.0000,512,100,531,531,3.7665,27.71438260,1.246482e-04,0.06000000,0,-1.00000000
ecg_215,ecg,SPAN,1.2500,512,100,531,531,3.7665,27.66327204,1.261238e-04,0.06750000,0,-1.00000000
ecg_215,ecg,SPAN,1.5000,512,100,531,531,3.7665,27.23559106,1.391762e-04,0.08500000,0,-1.00000000
ecg_215,ecg,SPAN,2.0000,512,100,531,531,3.7665,26.56069219,1.625754e-04,0.08500000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,2,1031,1031,1.9399,39.47664562,1.085942e-05,0.01500000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,2,1031,1031,1.9399,38.98318160,1.216615e-05,0.01625000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,2,1031,1031,1.9399,39.47664562,1.085942e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,2,1031,1031,1.9399,39.40291415,1.104536e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,2,1031,1031,1.9399,39.37850784,1.110760e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,2,1031,1031,1.9399,39.16334427,1.167177e-05,0.01625000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,2,1031,1031,1.9399,38.98318160,1.216615e-05,0.01625000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,2,1031,1031,1.9399,38.67637707,1.305670e-05,0.01750000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,2,1031,1031,1.9399,38.40995893,1.388274e-05,0.02000000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,2,1031,1031,1.9399,37.75677910,1.613590e-05,0.02250000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,3,698,698,2.8653,34.04347043,3.794234e-05,0.03250000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,3,698,698,2.8653,33.29396955,4.508938e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,3,698,698,2.8653,34.04347043,3.794234e-05,0.03250000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,3,698,698,2.8653,33.76880430,4.041948e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,3,698,698,2.8653,33.47281719,4.327026e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,3,698,698,2.8653,33.33347254,4.468111e-05,0.03250000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,3,698,698,2.8653,33.29396955,4.508938e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,3,698,698,2.8653,32.68142193,5.191932e-05,0.04000000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,3,698,698,2.8653,32.46945151,5.451626e-05,0.05000000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,3,698,698,2.8653,31.61144545,6.642425e-05,0.05500000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,5,431,431,4.6404,27.60347112,1.671568e-04,0.06892857,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,5,431,431,4.6404,26.76054764,2.029628e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,5,431,431,4.6404,27.60347112,1.671568e-04,0.06892857,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,5,431,431,4.6404,27.37973803,1.759938e-04,0.06423077,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,5,431,431,4.6404,27.23901113,1.817900e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,5,431,431,4.6404,26.66505114,2.074751e-04,0.09125000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,5,431,431,4.6404,26.76054764,2.029628e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,5,431,431,4.6404,26.21602293,2.300747e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,5,431,431,4.6404,26.13379240,2.344725e-04,0.08300000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,5,431,431,4.6404,26.00560781,2.414963e-04,0.08300000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,10,231,231,8.6580,22.12228185,5.905314e-04,0.11694444,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,10,231,231,8.6580,21.14957868,7.387769e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,10,231,231,8.6580,22.12228185,5.905314e-04,0.11694444,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,10,231,231,8.6580,22.05518371,5.997259e-04,0.15800000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,10,231,231,8.6580,21.53872132,6.754591e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,10,231,231,8.6580,21.28094801,7.167643e-04,0.15800000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,10,231,231,8.6580,21.14957868,7.387769e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,10,231,231,8.6580,20.08892490,9.431455e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,10,231,231,8.6580,20.24052570,9.107907e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,10,231,231,8.6580,19.42990147,1.097693e-03,0.20187500,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,20,131,131,15.2672,19.93860246,9.763621e-04,0.15857143,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,20,131,131,15.2672,17.56692555,1.685694e-03,0.28250000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,20,131,131,15.2672,19.93860246,9.763621e-04,0.15857143,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,20,131,131,15.2672,19.53551886,1.071320e-03,0.16000000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,20,131,131,15.2672,18.06985551,1.501363e-03,0.26100000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,20,131,131,15.2672,18.30159028,1.423351e-03,0.27714286,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,20,131,131,15.2672,17.56692555,1.685694e-03,0.28250000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,20,131,131,15.2672,17.64902267,1.654127e-03,0.33315789,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,20,131,131,15.2672,16.22745229,2.294700e-03,0.43235294,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,20,131,131,15.2672,14.82561612,3.168908e-03,0.55583333,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,50,71,71,28.1690,11.36343917,7.032784e-03,0.54104167,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,50,71,71,28.1690,9.58437317,1.059336e-02,0.81780000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,50,71,71,28.1690,11.36343917,7.032784e-03,0.54104167,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,50,71,71,28.1690,10.25711732,9.073178e-03,0.54104167,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,50,71,71,28.1690,9.65789595,1.041554e-02,0.54104167,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,50,71,71,28.1690,9.21539880,1.153271e-02,0.81780000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,50,71,71,28.1690,9.58437317,1.059336e-02,0.81780000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,50,71,71,28.1690,8.98681778,1.215596e-02,0.78115385,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,50,71,71,28.1690,8.76303826,1.279874e-02,0.92795082,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,50,71,71,28.1690,9.98917196,9.650593e-03,0.80416667,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,32,100,51,51,39.2157,8.36735479,1.401960e-02,0.57142857,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,32,100,51,51,39.2157,8.32984227,1.414122e-02,0.85858209,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,32,100,51,51,39.2157,8.36735479,1.401960e-02,0.57142857,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,32,100,51,51,39.2157,7.39825974,1.752448e-02,0.84360000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,32,100,51,51,39.2157,7.80615557,1.595349e-02,0.89043269,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,32,100,51,51,39.2157,8.35916517,1.404606e-02,0.81900943,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,32,100,51,51,39.2157,8.32984227,1.414122e-02,0.85858209,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,32,100,51,51,39.2157,7.96626410,1.537605e-02,0.92263636,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,32,100,51,51,39.2157,8.13599857,1.478670e-02,0.96925532,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,32,100,51,51,39.2157,8.47926399,1.366296e-02,0.92795082,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,2,1063,1063,1.8815,39.86805566,9.923517e-06,0.01500000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,2,1063,1063,1.8815,39.49942716,1.080260e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,2,1063,1063,1.8815,39.86805566,9.923517e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,2,1063,1063,1.8815,39.86995557,9.919177e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,2,1063,1063,1.8815,39.77008108,1.014993e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,2,1063,1063,1.8815,39.68938973,1.034028e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,2,1063,1063,1.8815,39.49942716,1.080260e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,2,1063,1063,1.8815,39.08592545,1.188170e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,2,1063,1063,1.8815,39.02860974,1.203955e-05,0.01625000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,2,1063,1063,1.8815,38.23639858,1.444878e-05,0.02250000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,3,730,730,2.7397,34.39911041,3.495909e-05,0.03250000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,3,730,730,2.7397,33.48880630,4.311124e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,3,730,730,2.7397,34.39911041,3.495909e-05,0.03250000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,3,730,730,2.7397,34.22408956,3.639672e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,3,730,730,2.7397,33.91904850,3.904508e-05,0.03750000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,3,730,730,2.7397,33.85235998,3.964927e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,3,730,730,2.7397,33.48880630,4.311124e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,3,730,730,2.7397,33.16922804,4.640325e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,3,730,730,2.7397,32.88218443,4.957386e-05,0.03500000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,3,730,730,2.7397,32.00592532,6.065668e-05,0.05000000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,5,463,463,4.3197,28.31932845,1.417550e-04,0.06892857,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,5,463,463,4.3197,27.54898517,1.692671e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,5,463,463,4.3197,28.31932845,1.417550e-04,0.06892857,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,5,463,463,4.3197,28.07623081,1.499160e-04,0.06423077,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,5,463,463,4.3197,28.12889683,1.481090e-04,0.06333333,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,5,463,463,4.3197,27.83679268,1.584134e-04,0.06333333,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,5,463,463,4.3197,27.54898517,1.692671e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,5,463,463,4.3197,27.09943977,1.877272e-04,0.08000000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,5,463,463,4.3197,26.80322216,2.009782e-04,0.08300000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,5,463,463,4.3197,26.43212451,2.189065e-04,0.08300000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,10,263,263,7.6046,23.16184330,4.648222e-04,0.11000000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,10,263,263,7.6046,21.81344962,6.340540e-04,0.15800000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,10,263,263,7.6046,23.16184330,4.648222e-04,0.11000000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,10,263,263,7.6046,22.68033598,5.193230e-04,0.11694444,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,10,263,263,7.6046,22.91834533,4.916280e-04,0.11000000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,10,263,263,7.6046,22.03710908,6.022271e-04,0.15800000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,10,263,263,7.6046,21.81344962,6.340540e-04,0.15800000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,10,263,263,7.6046,21.16993350,7.353225e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,10,263,263,7.6046,21.08823445,7.492862e-04,0.20187500,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,10,263,263,7.6046,20.62054445,8.344815e-04,0.20187500,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,20,163,163,12.2699,20.41519049,8.748873e-04,0.13023810,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,20,163,163,12.2699,18.55953896,1.341273e-03,0.33315789,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,20,163,163,12.2699,20.41519049,8.748873e-04,0.13023810,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,20,163,163,12.2699,20.17861924,9.238666e-04,0.15857143,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,20,163,163,12.2699,20.04857154,9.519497e-04,0.15875000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,20,163,163,12.2699,19.76142435,1.017018e-03,0.16000000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,20,163,163,12.2699,18.55953896,1.341273e-03,0.33315789,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,20,163,163,12.2699,18.61106648,1.325454e-03,0.33315789,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,20,163,163,12.2699,18.07989870,1.497895e-03,0.33315789,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,20,163,163,12.2699,16.40660522,2.201966e-03,0.38350000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,50,103,103,19.4175,16.32071679,2.245947e-03,0.21821429,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,50,103,103,19.4175,14.71621555,3.249748e-03,0.40741379,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,50,103,103,19.4175,16.32071679,2.245947e-03,0.21821429,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,50,103,103,19.4175,17.40042140,1.751576e-03,0.24214286,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,50,103,103,19.4175,16.15592525,2.332806e-03,0.26307692,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,50,103,103,19.4175,14.93066308,3.093178e-03,0.47500000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,50,103,103,19.4175,14.71621555,3.249748e-03,0.40741379,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,50,103,103,19.4175,12.80594085,5.045185e-03,0.68684211,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,50,103,103,19.4175,13.07754634,4.739326e-03,0.68684211,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,50,103,103,19.4175,12.48250343,5.435266e-03,0.68684211,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,64,100,83,83,24.0964,10.21070342,9.170665e-03,0.66500000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,64,100,83,83,24.0964,10.48944638,8.600556e-03,0.57893443,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,64,100,83,83,24.0964,10.21070342,9.170665e-03,0.66500000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,64,100,83,83,24.0964,10.26990198,9.046508e-03,0.66500000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,64,100,83,83,24.0964,12.80765165,5.043198e-03,0.41347458,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,64,100,83,83,24.0964,12.75461557,5.105163e-03,0.65130435,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,64,100,83,83,24.0964,10.48944638,8.600556e-03,0.57893443,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,64,100,83,83,24.0964,11.10728122,7.460073e-03,0.81657609,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,64,100,83,83,24.0964,10.75678182,8.087103e-03,0.84571429,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,64,100,83,83,24.0964,11.12325433,7.432685e-03,0.80059701,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,128,2,1127,1127,1.7746,40.79057546,8.024420e-06,0.01125000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,128,2,1127,1127,1.7746,40.13226029,9.337812e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,128,2,1127,1127,1.7746,40.79057546,8.024420e-06,0.01125000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,128,2,1127,1127,1.7746,40.55500539,8.471701e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,128,2,1127,1127,1.7746,40.45646925,8.666111e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,128,2,1127,1127,1.7746,40.35984698,8.861076e-06,0.01250000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,128,2,1127,1127,1.7746,40.13226029,9.337812e-06,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,128,2,1127,1127,1.7746,39.78588785,1.011306e-05,0.01500000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,128,2,1127,1127,1.7746,39.52351779,1.074285e-05,0.01750000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,128,2,1127,1127,1.7746,38.93762270,1.229444e-05,0.01750000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,128,3,794,794,2.5189,35.34123341,2.814154e-05,0.02200000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,128,3,794,794,2.5189,34.33929468,3.544392e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,128,3,794,794,2.5189,35.34123341,2.814154e-05,0.02200000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,128,3,794,794,2.5189,35.09680862,2.977079e-05,0.02500000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,128,3,794,794,2.5189,34.93671496,3.088870e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,128,3,794,794,2.5189,34.73225568,3.237767e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,128,3,794,794,2.5189,34.33929468,3.544392e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,128,3,794,794,2.5189,33.93546794,3.889774e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,128,3,794,794,2.5189,33.69792257,4.108459e-05,0.03125000,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,128,3,794,794,2.5189,32.57175233,5.324710e-05,0.05000000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,128,5,527,527,3.7951,29.62965732,1.048348e-04,0.04700000,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,128,5,527,527,3.7951,28.45823402,1.372928e-04,0.07166667,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,128,5,527,527,3.7951,29.62965732,1.048348e-04,0.04700000,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,128,5,527,527,3.7951,29.32570226,1.124349e-04,0.04700000,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,128,5,527,527,3.7951,29.22679905,1.150247e-04,0.06423077,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,128,5,527,527,3.7951,28.77271853,1.277025e-04,0.05800000,0,-1.00000000
ecg_228,ecg,SPAN,1.0000,128,5,527,527,3.7951,28.45823402,1.372928e-04,0.07166667,0,-1.00000000
ecg_228,ecg,SPAN,1.2500,128,5,527,527,3.7951,28.26899280,1.434075e-04,0.07166667,0,-1.00000000
ecg_228,ecg,SPAN,1.5000,128,5,527,527,3.7951,27.86576290,1.573602e-04,0.07166667,0,-1.00000000
ecg_228,ecg,SPAN,2.0000,128,5,527,527,3.7951,27.22821147,1.822427e-04,0.08300000,0,-1.00000000
ecg_228,ecg,REF_INTERP_ERROR,-1.0000,128,10,327,327,6.1162,24.63383164,3.311982e-04,0.07133333,0,-1.00000000
ecg_228,ecg,REF_VW_AREA,-1.0000,128,10,327,327,6.1162,23.82699448,3.988152e-04,0.10090909,0,-1.00000000
ecg_228,ecg,SPAN,0.0000,128,10,327,327,6.1162,24.63383164,3.311982e-04,0.07133333,0,-1.00000000
ecg_228,ecg,SPAN,0.2500,128,10,327,327,6.1162,24.21019903,3.651332e-04,0.10090909,0,-1.00000000
ecg_228,ecg,SPAN,0.5000,128,10,327,327,6.1162,24.12238882,3.725909e-04,0.09400000,0,-1.00000000
ecg_228,ecg,SPAN,0.7500,128,10,327,327,6.1162,24.15809827,3.695399e-04,0.09400000,0,-1.00000000
