alpha,beta,gamma,window_half,signal,trial,snr_db,mse,deriv_ratio,max_error,drops,snr_saturated
0.2,0.3,0.5,3,sine,2,24.3570,1.828299e-03,0.6906,1.9373e-01,538,0
0.2,0.3,0.5,3,chirp,0,23.0545,2.377685e-03,0.7275,2.1830e-01,535,0
0.2,0.3,0.5,3,chirp,1,23.2508,2.272582e-03,0.7240,2.1830e-01,533,0
0.2,0.3,0.5,3,chirp,2,23.2953,2.249440e-03,0.7315,2.1830e-01,534,0
0.2,0.3,0.5,3,spikes,0,11.2627,1.703222e-03,0.7539,1.7663e-01,532,0
0.2,0.3,0.5,3,spikes,1,11.5018,1.612004e-03,0.7649,1.7327e-01,532,0
0.2,0.3,0.5,3,spikes,2,10.8569,1.870065e-03,0.7519,2.0641e-01,536,0
0.2,0.3,0.5,3,ecg,0,33.3212,6.090876e-11,0.8757,3.1923e-05,536,0
0.2,0.3,0.5,3,ecg,1,33.4291,5.941367e-11,0.8762,3.1923e-05,534,0
0.2,0.3,0.5,3,ecg,2,33.4671,5.889598e-11,0.8713,3.1923e-05,536,0
0.2,0.4,0.4,3,sine,0,24.9881,1.581030e-03,0.6978,1.9373e-01,532,0
0.2,0.4,0.4,3,sine,1,24.7219,1.680990e-03,0.6937,1.8571e-01,534,0
0.2,0.4,0.4,3,sine,2,24.5171,1.762122e-03,0.6888,1.9373e-01,528,0
0.2,0.4,0.4,3,chirp,0,23.6296,2.082769e-03,0.7228,2.1830e-01,534,0
0.2,0.4,0.4,3,chirp,1,23.4420,2.174696e-03,0.7154,2.1830e-01,535,0
0.2,0.4,0.4,3,chirp,2,23.5508,2.120907e-03,0.7318,2.1830e-01,531,0
0.2,0.4,0.4,3,spikes,0,11.1996,1.728168e-03,0.7452,1.5000e-01,537,0
0.2,0.4,0.4,3,spikes,1,11.4135,1.645089e-03,0.7445,1.8030e-01,535,0
0.2,0.4,0.4,3,spikes,2,11.1924,1.731039e-03,0.7460,1.8030e-01,537,0
0.2,0.4,0.4,3,ecg,0,33.7166,5.560799e-11,0.8748,3.1923e-05,534,0
0.2,0.4,0.4,3,ecg,1,32.9182,6.683179e-11,0.8757,4.0000e-05,534,0
0.2,0.4,0.4,3,ecg,2,33.3575,6.040236e-11,0.8787,3.3077e-05,538,0
0.2,0.5,0.3,3,sine,0,24.6811,1.696840e-03,0.6864,1.9373e-01,533,0
0.2,0.5,0.3,3,sine,1,24.8681,1.625333e-03,0.6852,1.6357e-01,533,0
0.2,0.5,0.3,3,sine,2,24.4548,1.787604e-03,0.6849,1.9373e-01,534,0
0.2,0.5,0.3,3,chirp,0,23.6195,2.087626e-03,0.7046,2.1830e-01,535,0
0.2,0.5,0.3,3,chirp,1,23.6101,2.092113e-03,0.7054,2.1830e-01,528,0
0.2,0.5,0.3,3,chirp,2,23.5294,2.131396e-03,0.7062,2.1830e-01,534,0
0.2,0.5,0.3,3,spikes,0,11.8365,1.492418e-03,0.7407,1.7348e-01,537,0
0.2,0.5,0.3,3,spikes,1,11.2407,1.711871e-03,0.7471,1.7708e-01,533,0
0.2,0.5,0.3,3,spikes,2,11.2072,1.725131e-03,0.7411,1.8030e-01,531,0
0.2,0.5,0.3,3,ecg,0,33.2564,6.182431e-11,0.8703,3.1667e-05,534,0
0.2,0.5,0.3,3,ecg,1,33.7115,5.567426e-11,0.8797,3.5333e-05,531,0
0.2,0.5,0.3,3,ecg,2,33.6511,5.645306e-11,0.8777,3.1923e-05,536,0
0.2,0.6,0.2,3,sine,0,24.6100,1.724860e-03,0.6675,1.9373e-01,538,0
0.2,0.6,0.2,3,sine,1,24.4644,1.783643e-03,0.6756,1.9373e-01,535,0
0.2,0.6,0.2,3,sine,2,24.9028,1.612381e-03,0.6841,1.9373e-01,537,0
0.2,0.6,0.2,3,chirp,0,23.6327,2.081279e-03,0.7013,2.1830e-01,534,0
0.2,0.6,0.2,3,chirp,1,23.8208,1.993056e-03,0.6844,2.1830e-01,536,0
0.2,0.6,0.2,3,chirp,2,23.7733,2.014966e-03,0.6972,2.1830e-01,534,0
0.2,0.6,0.2,3,spikes,0,11.3227,1.679877e-03,0.7319,1.8235e-01,535,0
0.2,0.6,0.2,3,spikes,1,11.6188,1.569154e-03,0.7329,1.7725e-01,537,0
0.2,0.6,0.2,3,spikes,2,11.3052,1.686646e-03,0.7445,1.8235e-01,536,0
0.2,0.6,0.2,3,ecg,0,33.6308,5.671760e-11,0.8787,3.4444e-05,537,0
0.2,0.6,0.2,3,ecg,1,33.2317,6.217683e-11,0.8762,3.4444e-05,533,0
0.2,0.6,0.2,3,ecg,2,33.4758,5.877812e-11,0.8708,3.1923e-05,534,0
0.2,0.7,0.1,3,sine,0,25.0018,1.576038e-03,0.6875,1.9373e-01,538,0
0.2,0.7,0.1,3,sine,1,25.0454,1.560300e-03,0.6815,1.9373e-01,530,0
0.2,0.7,0.1,3,sine,2,24.7098,1.685678e-03,0.6634,1.9096e-01,536,0
0.2,0.7,0.1,3,chirp,0,23.4996,2.146036e-03,0.6854,2.0162e-01,537,0
0.2,0.7,0.1,3,chirp,1,23.7766,2.013434e-03,0.6841,1.9017e-01,533,0
0.2,0.7,0.1,3,chirp,2,24.1506,1.847316e-03,0.6849,1.9575e-01,534,0
0.2,0.7,0.1,3,spikes,0,11.6965,1.541318e-03,0.7302,1.7516e-01,533,0
0.2,0.7,0.1,3,spikes,1,10.9599,1.826233e-03,0.7138,2.0016e-01,539,0
0.2,0.7,0.1,3,spikes,2,10.9494,1.830656e-03,0.7296,2.0016e-01,535,0
0.2,0.7,0.1,3,ecg,0,33.5960,5.717466e-11,0.8673,3.1923e-05,534,0
0.2,0.7,0.1,3,ecg,1,33.5018,5.842789e-11,0.8683,3.2273e-05,532,0
0.2,0.7,0.1,3,ecg,2,33.5486,5.780218e-11,0.8688,3.1923e-05,537,0
0.3,0.1,0.6,3,sine,0,24.2282,1.883330e-03,0.7297,1.9373e-01,533,0
0.3,0.1,0.6,3,sine,1,24.0989,1.940273e-03,0.7247,1.9373e-01,535,0
0.3,0.1,0.6,3,sine,2,24.0454,1.964324e-03,0.7159,1.9373e-01,534,0
0.3,0.1,0.6,3,chirp,0,23.3312,2.230903e-03,0.7736,2.1830e-01,533,0
0.3,0.1,0.6,3,chirp,1,23.4941,2.148752e-03,0.7768,2.0070e-01,533,0
0.3,0.1,0.6,3,chirp,2,23.3529,2.219782e-03,0.7815,1.9823e-01,533,0
0.3,0.1,0.6,3,spikes,0,11.2842,1.694834e-03,0.7840,1.9004e-01,528,0
0.3,0.1,0.6,3,spikes,1,11.3480,1.670117e-03,0.7761,1.9004e-01,535,0
0.3,0.1,0.6,3,spikes,2,10.9627,1.825064e-03,0.7711,1.9004e-01,532,0
0.3,0.1,0.6,3,ecg,0,32.8475,6.792862e-11,0.8892,3.3750e-05,537,0
0.3,0.1,0.6,3,ecg,1,33.5371,5.795472e-11,0.8936,3.3077e-05,532,0
0.3,0.1,0.6,3,ecg,2,32.6686,7.078527e-11,0.8867,4.5667e-05,532,0
0.3,0.2,0.5,3,sine,0,24.3148,1.846178e-03,0.7178,1.9373e-01,536,0
0.3,0.2,0.5,3,sine,1,24.2010,1.895162e-03,0.7169,1.9373e-01,534,0
0.3,0.2,0.5,3,sine,2,24.3886,1.815072e-03,0.7138,1.9373e-01,534,0
0.3,0.2,0.5,3,chirp,0,23.3832,2.204340e-03,0.7547,2.1830e-01,537,0
0.3,0.2,0.5,3,chirp,1,23.4626,2.164404e-03,0.7589,2.1830e-01,534,0
0.3,0.2,0.5,3,chirp,2,22.9372,2.442737e-03,0.7548,2.5029e-01,537,0
0.3,0.2,0.5,3,spikes,0,11.4919,1.615658e-03,0.7667,2.0428e-01,538,0
0.3,0.2,0.5,3,spikes,1,10.9732,1.820645e-03,0.7568,2.0641e-01,538,0
0.3,0.2,0.5,3,spikes,2,10.6017,1.983236e-03,0.7584,2.0641e-01,533,0
0.3,0.2,0.5,3,ecg,0,33.3004,6.120099e-11,0.8842,3.2692e-05,536,0
0.3,0.2,0.5,3,ecg,1,33.2670,6.167415e-11,0.8812,3.3750e-05,533,0
0.3,0.2,0.5,3,ecg,2,33.3171,6.096612e-11,0.8832,3.0909e-05,537,0
0.3,0.3,0.4,3,sine,0,24.0701,1.953188e-03,0.7117,1.9373e-01,534,0
0.3,0.3,0.4,3,sine,1,24.2209,1.886511e-03,0.7047,1.9373e-01,533,0
0.3,0.3,0.4,3,sine,2,24.2260,1.884292e-03,0.7148,1.9373e-01,529,0
0.3,0.3,0.4,3,chirp,0,23.4322,2.179641e-03,0.7429,2.1830e-01,529,0
0.3,0.3,0.4,3,chirp,1,22.8431,2.496235e-03,0.7361,2.5029e-01,538,0
0.3,0.3,0.4,3,chirp,2,23.1001,2.352854e-03,0.7326,2.1830e-01,538,0
0.3,0.3,0.4,3,spikes,0,11.2095,1.724229e-03,0.7556,1.8995e-01,533,0
0.3,0.3,0.4,3,spikes,1,11.3959,1.651786e-03,0.7504,1.8995e-01,534,0
0.3,0.3,0.4,3,spikes,2,11.1532,1.746715e-03,0.7520,2.0428e-01,534,0
0.3,0.3,0.4,3,ecg,0,33.4697,5.886170e-11,0.8832,3.1923e-05,533,0
0.3,0.3,0.4,3,ecg,1,33.2484,6.193860e-11,0.8852,3.5833e-05,535,0
0.3,0.3,0.4,3,ecg,2,33.1496,6.336400e-11,0.8807,3.5833e-05,534,0
0.3,0.4,0.3,3,sine,0,23.9923,1.988479e-03,0.6972,1.9373e-01,533,0
0.3,0.4,0.3,3,sine,1,24.4484,1.790243e-03,0.6970,1.9373e-01,536,0
0.3,0.4,0.3,3,sine,2,24.4277,1.798775e-03,0.7032,1.9373e-01,532,0
0.3,0.4,0.3,3,chirp,0,22.8413,2.497321e-03,0.7284,2.1830e-01,534,0
0.3,0.4,0.3,3,chirp,1,23.0829,2.362184e-03,0.7328,2.1830e-01,533,0
0.3,0.4,0.3,3,chirp,2,22.9986,2.408436e-03,0.7304,2.1830e-01,533,0
0.3,0.4,0.3,3,spikes,0,11.1010,1.767843e-03,0.7446,1.7725e-01,534,0
0.3,0.4,0.3,3,spikes,1,10.8132,1.888946e-03,0.7556,2.0428e-01,533,0
0.3,0.4,0.3,3,spikes,2,11.2731,1.699168e-03,0.7510,1.6440e-01,531,0
0.3,0.4,0.3,3,ecg,0,32.8917,6.724093e-11,0.8748,4.1304e-05,532,0
0.3,0.4,0.3,3,ecg,1,33.2776,6.152390e-11,0.8792,3.3077e-05,532,0
0.3,0.4,0.3,3,ecg,2,33.1961,6.268948e-11,0.8743,3.1923e-05,533,0
0.3,0.5,0.2,3,sine,0,24.2682,1.866075e-03,0.6926,1.9373e-01,531,0
0.3,0.5,0.2,3,sine,1,24.2602,1.869517e-03,0.6971,1.9373e-01,533,0
0.3,0.5,0.2,3,sine,2,23.9995,1.985201e-03,0.6894,1.9373e-01,534,0
0.3,0.5,0.2,3,chirp,0,22.9913,2.412509e-03,0.7203,2.1830e-01,534,0
0.3,0.5,0.2,3,chirp,1,23.4008,2.195442e-03,0.7180,2.1830e-01,537,0
0.3,0.5,0.2,3,chirp,2,23.2453,2.275460e-03,0.7094,2.1830e-01,536,0
0.3,0.5,0.2,3,spikes,0,10.9569,1.827480e-03,0.7554,1.8030e-01,530,0
0.3,0.5,0.2,3,spikes,1,11.3783,1.658500e-03,0.7511,1.8030e-01,534,0
0.3,0.5,0.2,3,spikes,2,10.9975,1.810482e-03,0.7506,1.8030e-01,534,0
0.3,0.5,0.2,3,ecg,0,33.9181,5.308667e-11,0.8777,3.3077e-05,533,0
0.3,0.5,0.2,3,ecg,1,33.4483,5.915156e-11,0.8767,3.0789e-05,536,0
0.3,0.5,0.2,3,ecg,2,32.9524,6.630635e-11,0.8762,4.0000e-05,534,0
0.3,0.6,0.1,3,sine,0,24.7117,1.684936e-03,0.6882,2.3222e-01,533,0
0.3,0.6,0.1,3,sine,1,24.3037,1.850885e-03,0.6942,1.9373e-01,537,0
0.3,0.6,0.1,3,sine,2,24.3352,1.837508e-03,0.6889,2.3222e-01,534,0
0.3,0.6,0.1,3,chirp,0,23.7285,2.035881e-03,0.7067,2.1830e-01,533,0
0.3,0.6,0.1,3,chirp,1,23.3926,2.199579e-03,0.7093,2.1830e-01,537,0
0.3,0.6,0.1,3,chirp,2,23.3424,2.225148e-03,0.7202,2.1830e-01,531,0
0.3,0.6,0.1,3,spikes,0,11.5035,1.611347e-03,0.7475,2.3238e-01,534,0
0.3,0.6,0.1,3,spikes,1,11.0994,1.768484e-03,0.7519,2.3238e-01,534,0
0.3,0.6,0.1,3,spikes,2,11.4835,1.618791e-03,0.7489,2.3238e-01,534,0
0.3,0.6,0.1,3,ecg,0,32.8197,6.836473e-11,0.8752,4.1304e-05,535,0
0.3,0.6,0.1,3,ecg,1,33.0114,6.541293e-11,0.8767,3.3077e-05,534,0
0.3,0.6,0.1,3,ecg,2,32.9567,6.624150e-11,0.8708,3.1923e-05,535,0
0.4,0.1,0.5,3,sine,0,24.3315,1.839069e-03,0.7337,1.9373e-01,537,0
0.4,0.1,0.5,3,sine,1,24.2594,1.869881e-03,0.7321,1.9373e-01,536,0
0.4,0.1,0.5,3,sine,2,24.2587,1.870164e-03,0.7309,1.9373e-01,530,0
0.4,0.1,0.5,3,chirp,0,23.9695,1.925964e-03,0.7719,1.8707e-01,533,0
0.4,0.1,0.5,3,chirp,1,23.6609,2.067816e-03,0.7822,2.3412e-01,532,0
0.4,0.1,0.5,3,chirp,2,23.7132,2.043046e-03,0.7676,1.8266e-01,536,0
0.4,0.1,0.5,3,spikes,0,11.1543,1.746259e-03,0.7869,1.8282e-01,534,0
0.4,0.1,0.5,3,spikes,1,11.1270,1.757300e-03,0.7824,1.8282e-01,540,0
0.4,0.1,0.5,3,spikes,2,10.9296,1.839026e-03,0.7824,1.9004e-01,536,0
0.4,0.1,0.5,3,ecg,0,33.2203,6.234100e-11,0.8946,3.2692e-05,533,0
0.4,0.1,0.5,3,ecg,1,33.6706,5.620003e-11,0.8887,3.0000e-05,538,0
0.4,0.1,0.5,3,ecg,2,33.1491,6.337030e-11,0.8907,3.0000e-05,537,0
0.4,0.2,0.4,3,sine,0,24.2491,1.874322e-03,0.7188,1.9373e-01,537,0
0.4,0.2,0.4,3,sine,1,24.0280,1.972205e-03,0.7121,1.9373e-01,535,0
0.4,0.2,0.4,3,sine,2,24.5050,1.767045e-03,0.7181,1.9373e-01,533,0
0.4,0.2,0.4,3,chirp,0,23.3704,2.210869e-03,0.7648,2.1830e-01,536,0
0.4,0.2,0.4,3,chirp,1,22.9535,2.433620e-03,0.7616,2.1830e-01,535,0
0.4,0.2,0.4,3,chirp,2,22.9172,2.454013e-03,0.7600,2.1830e-01,534,0
0.4,0.2,0.4,3,spikes,0,10.9343,1.837024e-03,0.7747,1.9361e-01,531,0
0.4,0.2,0.4,3,spikes,1,10.8146,1.888360e-03,0.7707,1.9361e-01,533,0
0.4,0.2,0.4,3,spikes,2,11.3435,1.671852e-03,0.7718,1.8995e-01,533,0
0.4,0.2,0.4,3,ecg,0,33.1951,6.270268e-11,0.8897,3.2692e-05,533,0
0.4,0.2,0.4,3,ecg,1,33.4750,5.878913e-11,0.8867,3.2692e-05,532,0
0.4,0.2,0.4,3,ecg,2,33.2215,6.232391e-11,0.8867,3.2692e-05,533,0
0.4,0.3,0.3,3,sine,0,24.0392,1.967115e-03,0.7092,1.9373e-01,534,0
0.4,0.3,0.3,3,sine,1,24.3167,1.845337e-03,0.7023,1.9108e-01,537,0
0.4,0.3,0.3,3,sine,2,24.4842,1.775548e-03,0.7028,1.8571e-01,534,0
0.4,0.3,0.3,3,chirp,0,22.8470,2.494034e-03,0.7491,2.1830e-01,532,0
0.4,0.3,0.3,3,chirp,1,22.8123,2.514000e-03,0.7528,2.1830e-01,536,0
0.4,0.3,0.3,3,chirp,2,22.4435,2.736870e-03,0.7493,2.5029e-01,533,0
0.4,0.3,0.3,3,spikes,0,10.6310,1.969895e-03,0.7677,1.9361e-01,533,0
0.4,0.3,0.3,3,spikes,1,11.2134,1.722687e-03,0.7643,1.7519e-01,537,0
0.4,0.3,0.3,3,spikes,2,10.6737,1.950614e-03,0.7616,1.9361e-01,533,0
0.4,0.3,0.3,3,ecg,0,33.1527,6.331815e-11,0.8837,3.3750e-05,537,0
0.4,0.3,0.3,3,ecg,1,32.8610,6.771782e-11,0.8817,3.3750e-05,534,0
0.4,0.3,0.3,3,ecg,2,33.2322,6.216955e-11,0.8822,3.3077e-05,534,0
0.4,0.4,0.2,3,sine,0,23.4989,2.227743e-03,0.7162,1.9373e-01,533,0
0.4,0.4,0.2,3,sine,1,23.7907,2.082938e-03,0.6994,1.9373e-01,538,0
0.4,0.4,0.2,3,sine,2,23.9823,1.993065e-03,0.7019,1.9373e-01,534,0
0.4,0.4,0.2,3,chirp,0,23.3326,2.230174e-03,0.7343,2.1830e-01,534,0
0.4,0.4,0.2,3,chirp,1,22.8652,2.483609e-03,0.7312,2.1830e-01,537,0
0.4,0.4,0.2,3,chirp,2,23.2548,2.270466e-03,0.7424,2.1830e-01,534,0
0.4,0.4,0.2,3,spikes,0,10.2968,2.127483e-03,0.7463,1.9663e-01,535,0
0.4,0.4,0.2,3,spikes,1,10.7673,1.909034e-03,0.7538,1.7663e-01,535,0
0.4,0.4,0.2,3,spikes,2,10.7853,1.901131e-03,0.7533,1.7663e-01,537,0
0.4,0.4,0.2,3,ecg,0,33.2531,6.187112e-11,0.8807,3.1923e-05,535,0
0.4,0.4,0.2,3,ecg,1,33.2838,6.143490e-11,0.8767,3.1923e-05,534,0
0.4,0.4,0.2,3,ecg,2,33.3981,5.983983e-11,0.8832,3.1923e-05,532,0
0.4,0.5,0.1,3,sine,0,23.7363,2.109200e-03,0.6864,1.9373e-01,538,0
0.4,0.5,0.1,3,sine,1,23.9927,1.988288e-03,0.7037,1.9373e-01,532,0
0.4,0.5,0.1,3,sine,2,24.0428,1.965494e-03,0.6992,1.9373e-01,534,0
0.4,0.5,0.1,3,chirp,0,23.3101,2.241762e-03,0.7250,2.1830e-01,530,0
0.4,0.5,0.1,3,chirp,1,22.6778,2.593120e-03,0.7141,2.1830e-01,537,0
0.4,0.5,0.1,3,chirp,2,22.8488,2.492979e-03,0.7075,2.1830e-01,538,0
0.4,0.5,0.1,3,spikes,0,10.8656,1.866290e-03,0.7555,1.9005e-01,527,0
0.4,0.5,0.1,3,spikes,1,10.9650,1.824069e-03,0.7501,2.0428e-01,529,0
0.4,0.5,0.1,3,spikes,2,10.5845,1.991104e-03,0.7416,1.9097e-01,537,0
0.4,0.5,0.1,3,ecg,0,33.0860,6.429826e-11,0.8762,3.7143e-05,532,0
0.4,0.5,0.1,3,ecg,1,33.3749,6.016066e-11,0.8757,3.3077e-05,535,0
0.4,0.5,0.1,3,ecg,2,33.1128,6.390249e-11,0.8757,3.3077e-05,537,0
0.5,0.1,0.4,3,sine,0,24.6474,1.710063e-03,0.7380,1.7391e-01,534,0
0.5,0.1,0.4,3,sine,1,24.9738,1.586262e-03,0.7418,1.8508e-01,523,0
0.5,0.1,0.4,3,sine,2,24.6703,1.701080e-03,0.7367,1.7391e-01,534,0
0.5,0.1,0.4,3,chirp,0,24.1021,1.868065e-03,0.7748,1.8266e-01,534,0
0.5,0.1,0.4,3,chirp,1,23.8594,1.975414e-03,0.7687,1.8266e-01,540,0
0.5,0.1,0.4,3,chirp,2,23.6744,2.061373e-03,0.7765,2.3412e-01,533,0
0.5,0.1,0.4,3,spikes,0,10.8641,1.866934e-03,0.7844,1.8995e-01,535,0
0.5,0.1,0.4,3,spikes,1,11.1023,1.767293e-03,0.7828,1.9004e-01,532,0
0.5,0.1,0.4,3,spikes,2,11.1927,1.730895e-03,0.7829,1.9004e-01,534,0
0.5,0.1,0.4,3,ecg,0,31.7822,8.681100e-11,0.8907,4.5667e-05,534,0
0.5,0.1,0.4,3,ecg,1,32.3852,7.555811e-11,0.8862,4.5000e-05,534,0
0.5,0.1,0.4,3,ecg,2,33.8674,5.371066e-11,0.8921,3.0000e-05,533,0
0.5,0.2,0.3,3,sine,0,23.8599,2.050048e-03,0.7151,1.9373e-01,538,0
0.5,0.2,0.3,3,sine,1,24.3669,1.824156e-03,0.7169,1.8571e-01,533,0
0.5,0.2,0.3,3,sine,2,24.2272,1.883799e-03,0.7153,1.8571e-01,532,0
0.5,0.2,0.3,3,chirp,0,22.6944,2.583230e-03,0.7608,2.3412e-01,538,0
0.5,0.2,0.3,3,chirp,1,23.0992,2.353326e-03,0.7645,2.1830e-01,538,0
0.5,0.2,0.3,3,chirp,2,22.9781,2.419886e-03,0.7694,2.1830e-01,533,0
0.5,0.2,0.3,3,spikes,0,11.0252,1.798977e-03,0.7744,1.8282e-01,533,0
0.5,0.2,0.3,3,spikes,1,11.1043,1.766503e-03,0.7784,1.8282e-01,535,0
0.5,0.2,0.3,3,spikes,2,10.9948,1.811617e-03,0.7729,1.9433e-01,534,0
0.5,0.2,0.3,3,ecg,0,33.1081,6.397154e-11,0.8867,3.3750e-05,530,0
0.5,0.2,0.3,3,ecg,1,33.7702,5.492655e-11,0.8931,3.2692e-05,525,0
0.5,0.2,0.3,3,ecg,2,32.6665,7.081910e-11,0.8877,4.5000e-05,532,0
0.5,0.3,0.2,3,sine,0,23.9677,1.999780e-03,0.7096,1.9373e-01,536,0
0.5,0.3,0.2,3,sine,1,23.9804,1.993924e-03,0.7168,1.9373e-01,533,0
0.5,0.3,0.2,3,sine,2,24.1654,1.910782e-03,0.7052,1.8571e-01,542,0
0.5,0.3,0.2,3,chirp,0,22.7755,2.535399e-03,0.7533,2.1830e-01,537,0
0.5,0.3,0.2,3,chirp,1,22.7979,2.522387e-03,0.7562,2.1830e-01,536,0
0.5,0.3,0.2,3,chirp,2,23.4796,2.155943e-03,0.7619,2.1830e-01,537,0
0.5,0.3,0.2,3,spikes,0,10.6806,1.947524e-03,0.7665,1.9361e-01,533,0
0.5,0.3,0.2,3,spikes,1,11.0469,1.789989e-03,0.7663,1.7663e-01,531,0
0.5,0.3,0.2,3,spikes,2,10.7975,1.895805e-03,0.7646,1.9361e-01,537,0
0.5,0.3,0.2,3,ecg,0,33.4390,5.927893e-11,0.8857,2.8571e-05,537,0
0.5,0.3,0.2,3,ecg,1,33.3774,6.012596e-11,0.8802,2.9375e-05,535,0
0.5,0.3,0.2,3,ecg,2,33.3757,6.014952e-11,0.8862,3.3750e-05,529,0
0.5,0.4,0.1,3,sine,0,24.1326,1.925265e-03,0.7076,1.9373e-01,532,0
0.5,0.4,0.1,3,sine,1,24.1725,1.907658e-03,0.7082,1.9373e-01,534,0
0.5,0.4,0.1,3,sine,2,24.1813,1.903806e-03,0.7122,1.9373e-01,532,0
0.5,0.4,0.1,3,chirp,0,22.9742,2.422017e-03,0.7524,2.1830e-01,534,0
0.5,0.4,0.1,3,chirp,1,22.5734,2.656183e-03,0.7446,2.1830e-01,536,0
0.5,0.4,0.1,3,chirp,2,23.2816,2.256512e-03,0.7501,2.1830e-01,534,0
0.5,0.4,0.1,3,spikes,0,11.4551,1.629436e-03,0.7668,1.7519e-01,537,0
0.5,0.4,0.1,3,spikes,1,10.9884,1.814289e-03,0.7596,1.9353e-01,534,0
0.5,0.4,0.1,3,spikes,2,11.4615,1.627020e-03,0.7695,1.7519e-01,533,0
0.5,0.4,0.1,3,ecg,0,33.1569,6.325779e-11,0.8812,3.2692e-05,539,0
0.5,0.4,0.1,3,ecg,1,32.8835,6.736690e-11,0.8852,3.3750e-05,537,0
0.5,0.4,0.1,3,ecg,2,33.8279,5.420174e-11,0.8837,3.1667e-05,534,0
0.6,0.1,0.3,3,sine,0,24.3188,1.844486e-03,0.7385,1.8508e-01,537,0
0.6,0.1,0.3,3,sine,1,24.7755,1.660359e-03,0.7437,1.8508e-01,537,0
0.6,0.1,0.3,3,sine,2,24.5890,1.733214e-03,0.7304,1.8508e-01,538,0
0.6,0.1,0.3,3,chirp,0,24.0665,1.883448e-03,0.7767,1.8266e-01,533,0
0.6,0.1,0.3,3,chirp,1,23.7569,2.022585e-03,0.7700,2.4615e-01,537,0
0.6,0.1,0.3,3,chirp,2,23.8687,1.971181e-03,0.7723,1.8266e-01,533,0
0.6,0.1,0.3,3,spikes,0,10.9973,1.810544e-03,0.7883,1.9004e-01,529,0
0.6,0.1,0.3,3,spikes,1,10.8135,1.888851e-03,0.7873,1.9004e-01,537,0
0.6,0.1,0.3,3,spikes,2,10.9159,1.844826e-03,0.7827,1.9004e-01,532,0
0.6,0.1,0.3,3,ecg,0,33.2595,6.177997e-11,0.8926,3.5833e-05,535,0
0.6,0.1,0.3,3,ecg,1,33.2551,6.184217e-11,0.8931,3.2692e-05,533,0
0.6,0.1,0.3,3,ecg,2,32.1963,7.891732e-11,0.8862,4.5000e-05,533,0
0.6,0.2,0.2,3,sine,0,24.3528,1.830074e-03,0.7237,1.7391e-01,534,0
0.6,0.2,0.2,3,sine,1,24.1020,1.938868e-03,0.7262,1.9373e-01,534,0
0.6,0.2,0.2,3,sine,2,24.4196,1.802160e-03,0.7189,1.7391e-01,536,0
0.6,0.2,0.2,3,chirp,0,23.1754,2.312368e-03,0.7728,2.1830e-01,533,0
0.6,0.2,0.2,3,chirp,1,23.6470,2.074422e-03,0.7654,2.1830e-01,537,0
0.6,0.2,0.2,3,chirp,2,23.3373,2.227755e-03,0.7693,2.3412e-01,535,0
0.6,0.2,0.2,3,spikes,0,11.0173,1.802240e-03,0.7835,1.8282e-01,534,0
0.6,0.2,0.2,3,spikes,1,11.0239,1.799507e-03,0.7827,1.8282e-01,531,0
0.6,0.2,0.2,3,spikes,2,11.0650,1.782538e-03,0.7794,1.9004e-01,536,0
0.6,0.2,0.2,3,ecg,0,33.1995,6.263976e-11,0.8902,3.3750e-05,533,0
0.6,0.2,0.2,3,ecg,1,33.3873,5.998832e-11,0.8892,3.0000e-05,536,0
0.6,0.2,0.2,3,ecg,2,33.1319,6.362262e-11,0.8917,3.2692e-05,535,0
0.6,0.3,0.1,3,sine,0,23.9273,2.018462e-03,0.7199,1.9373e-01,536,0
0.6,0.3,0.1,3,sine,1,24.0288,1.971819e-03,0.7087,1.8571e-01,533,0
0.6,0.3,0.1,3,sine,2,24.0164,1.977474e-03,0.7199,1.9373e-01,533,0
0.6,0.3,0.1,3,chirp,0,23.7759,2.013772e-03,0.7785,2.1830e-01,526,0
0.6,0.3,0.1,3,chirp,1,22.8947,2.466759e-03,0.7685,2.1830e-01,530,0
0.6,0.3,0.1,3,chirp,2,22.6973,2.581475e-03,0.7553,2.3412e-01,538,0
0.6,0.3,0.1,3,spikes,0,10.7480,1.917531e-03,0.7746,1.9361e-01,532,0
0.6,0.3,0.1,3,spikes,1,10.8348,1.879584e-03,0.7724,1.9361e-01,532,0
0.6,0.3,0.1,3,spikes,2,10.7211,1.929427e-03,0.7676,1.9361e-01,539,0
0.6,0.3,0.1,3,ecg,0,33.1311,6.363402e-11,0.8892,3.2692e-05,533,0
0.6,0.3,0.1,3,ecg,1,33.3398,6.064885e-11,0.8842,3.2692e-05,533,0
0.6,0.3,0.1,3,ecg,2,33.0821,6.435573e-11,0.8892,3.3750e-05,532,0
0.7,0.1,0.2,3,sine,0,24.7174,1.682703e-03,0.7372,1.8508e-01,534,0
0.7,0.1,0.2,3,sine,1,24.8588,1.628824e-03,0.7461,1.8508e-01,527,0
0.7,0.1,0.2,3,sine,2,24.6460,1.710609e-03,0.7320,1.8508e-01,537,0
0.7,0.1,0.2,3,chirp,0,23.8006,2.002350e-03,0.7772,2.4615e-01,533,0
0.7,0.1,0.2,3,chirp,1,23.8682,1.971423e-03,0.7743,2.4615e-01,534,0
0.7,0.1,0.2,3,chirp,2,24.0239,1.902008e-03,0.7701,1.8266e-01,539,0
