buf_size,overload,trial,method,max_gap,mean_gap,cv_gap,p95_gap,p99_gap,n_surviving,n_total
1024,8,0,RDP,6.0000,2.50,0.4475,6.0000,6.0000,2001,5000
1024,8,1,PROPOSED,6.0000,2.50,0.5821,6.0000,6.0000,1999,5000
1024,8,1,RDP,6.0000,2.50,0.4472,6.0000,6.0000,1999,5000
1024,8,2,PROPOSED,6.0000,2.51,0.5825,6.0000,6.0000,1996,5000
1024,8,2,RDP,6.0000,2.51,0.4468,6.0000,6.0000,1996,5000
1024,8,3,PROPOSED,6.0000,2.50,0.5824,6.0000,6.0000,1998,5000
1024,8,3,RDP,6.0000,2.50,0.4471,6.0000,6.0000,1998,5000
1024,8,4,PROPOSED,6.0000,2.49,0.5826,6.0000,6.0000,2008,5000
1024,8,4,RDP,6.0000,2.49,0.4484,4.0000,6.0000,2008,5000
1024,8,5,PROPOSED,6.0000,2.50,0.5818,6.0000,6.0000,1999,5000
1024,8,5,RDP,6.0000,2.50,0.4472,6.0000,6.0000,1999,5000
1024,8,6,PROPOSED,6.0000,2.51,0.5827,6.0000,6.0000,1994,5000
1024,8,6,RDP,6.0000,2.51,0.4465,6.0000,6.0000,1994,5000
1024,8,7,PROPOSED,6.0000,2.50,0.5813,6.0000,6.0000,1998,5000
1024,8,7,RDP,6.0000,2.50,0.4471,6.0000,6.0000,1998,5000
1024,8,8,PROPOSED,6.0000,2.49,0.5819,6.0000,6.0000,2005,5000
1024,8,8,RDP,6.0000,2.49,0.4480,4.0000,6.0000,2005,5000
1024,8,9,PROPOSED,6.0000,2.50,0.5827,6.0000,6.0000,2004,5000
1024,8,9,RDP,6.0000,2.50,0.4479,4.0000,6.0000,2004,5000
1024,10,0,PROPOSED,9.0000,2.74,0.6066,6.0000,6.0000,1826,5000
1024,10,0,RDP,6.0000,2.74,0.4522,6.0000,6.0000,1826,5000
1024,10,1,PROPOSED,9.0000,2.75,0.6073,6.0000,6.0000,1820,5000
1024,10,1,RDP,6.0000,2.75,0.4536,6.0000,6.0000,1820,5000
1024,10,2,PROPOSED,8.0000,2.75,0.6039,6.0000,6.0000,1820,5000
1024,10,2,RDP,6.0000,2.75,0.4536,6.0000,6.0000,1820,5000
1024,10,3,PROPOSED,8.0000,2.75,0.6074,6.0000,6.0000,1820,5000
1024,10,3,RDP,6.0000,2.75,0.4536,6.0000,6.0000,1820,5000
1024,10,4,PROPOSED,9.0000,2.75,0.6100,6.0000,6.0000,1819,5000
1024,10,4,RDP,6.0000,2.75,0.4542,6.0000,6.0000,1819,5000
1024,10,5,PROPOSED,9.0000,2.74,0.6083,6.0000,6.0000,1827,5000
1024,10,5,RDP,6.0000,2.74,0.4523,6.0000,6.0000,1827,5000
1024,10,6,PROPOSED,9.0000,2.75,0.6027,6.0000,6.0000,1819,5000
1024,10,6,RDP,6.0000,2.75,0.4542,6.0000,6.0000,1819,5000
1024,10,7,PROPOSED,9.0000,2.75,0.6070,6.0000,6.0000,1820,5000
1024,10,7,RDP,6.0000,2.75,0.4536,6.0000,6.0000,1820,5000
1024,10,8,PROPOSED,9.0000,2.74,0.6064,6.0000,6.0000,1823,5000
1024,10,8,RDP,6.0000,2.74,0.4532,6.0000,6.0000,1823,5000
1024,10,9,PROPOSED,9.0000,2.75,0.6081,6.0000,6.0000,1821,5000
1024,10,9,RDP,6.0000,2.75,0.4537,6.0000,6.0000,1821,5000
1024,15,0,PROPOSED,11.0000,3.19,0.6297,6.0000,8.0000,1569,5000
1024,15,0,RDP,6.0000,3.19,0.4865,6.0000,6.0000,1569,5000
1024,15,1,PROPOSED,11.0000,3.19,0.6240,6.0000,8.0000,1566,5000
1024,15,1,RDP,6.0000,3.19,0.4871,6.0000,6.0000,1566,5000
1024,15,2,PROPOSED,11.0000,3.19,0.6272,6.0000,9.0000,1568,5000
1024,15,2,RDP,6.0000,3.19,0.4867,6.0000,6.0000,1568,5000
1024,15,3,PROPOSED,11.0000,3.19,0.6278,6.0000,8.0000,1568,5000
1024,15,3,RDP,6.0000,3.19,0.4867,6.0000,6.0000,1568,5000
1024,15,4,PROPOSED,11.0000,3.20,0.6230,6.0000,9.0000,1565,5000
1024,15,4,RDP,6.0000,3.20,0.4873,6.0000,6.0000,1565,5000
1024,15,5,PROPOSED,10.0000,3.19,0.6213,6.0000,8.0000,1567,5000
1024,15,5,RDP,6.0000,3.19,0.4869,6.0000,6.0000,1567,5000
1024,15,6,PROPOSED,11.0000,3.19,0.6279,6.0000,9.0000,1566,5000
1024,15,6,RDP,6.0000,3.19,0.4871,6.0000,6.0000,1566,5000
1024,15,7,PROPOSED,10.0000,3.19,0.6194,6.0000,9.0000,1570,5000
1024,15,7,RDP,6.0000,3.19,0.4862,6.0000,6.0000,1570,5000
1024,15,8,PROPOSED,11.0000,3.19,0.6303,6.0000,9.0000,1567,5000
1024,15,8,RDP,6.0000,3.19,0.4869,6.0000,6.0000,1567,5000
1024,15,9,PROPOSED,11.0000,3.19,0.6293,6.0000,9.0000,1570,5000
1024,15,9,RDP,6.0000,3.19,0.4862,6.0000,6.0000,1570,5000
1024,20,0,PROPOSED,13.0000,3.46,0.6190,6.0000,9.0000,1445,5000
1024,20,0,RDP,6.0000,3.46,0.5035,6.0000,6.0000,1445,5000
1024,20,1,PROPOSED,12.0000,3.47,0.6223,6.0000,10.0000,1442,5000
1024,20,1,RDP,6.0000,3.47,0.5036,6.0000,6.0000,1442,5000
1024,20,2,PROPOSED,13.0000,3.47,0.6273,7.0000,10.0000,1440,5000
1024,20,2,RDP,6.0000,3.47,0.5037,6.0000,6.0000,1440,5000
1024,20,3,PROPOSED,12.0000,3.48,0.6272,6.0000,10.0000,1439,5000
1024,20,3,RDP,6.0000,3.48,0.5038,6.0000,6.0000,1439,5000
1024,20,4,PROPOSED,12.0000,3.49,0.6170,7.0000,10.0000,1433,5000
1024,20,4,RDP,6.0000,3.49,0.5041,6.0000,6.0000,1433,5000
1024,20,5,PROPOSED,13.0000,3.48,0.6187,6.0000,10.0000,1437,5000
1024,20,5,RDP,6.0000,3.48,0.5039,6.0000,6.0000,1437,5000
1024,20,6,PROPOSED,11.0000,3.49,0.6206,7.0000,10.0000,1434,5000
1024,20,6,RDP,6.0000,3.49,0.5040,6.0000,6.0000,1434,5000
1024,20,7,PROPOSED,13.0000,3.47,0.6251,6.0000,10.0000,1440,5000
1024,20,7,RDP,6.0000,3.47,0.5037,6.0000,6.0000,1440,5000
1024,20,8,PROPOSED,13.0000,3.48,0.6233,7.0000,10.0000,1437,5000
1024,20,8,RDP,6.0000,3.48,0.5039,6.0000,6.0000,1437,5000
1024,20,9,PROPOSED,13.0000,3.46,0.6212,6.0000,10.0000,1445,5000
1024,20,9,RDP,6.0000,3.46,0.5035,6.0000,6.0000,1445,5000
