bin,norm_freq,orig_mag,proposed_mag,rdp_mag,proposed_err,rdp_err,proposed_rel_err,rdp_rel_err
653,0.3265,1.20884e-12,1.55401,1.27043,1.55401,1.27043,0,0
654,0.327,4.53263e-12,2.29943,0.490688,2.29943,0.490688,0,0
655,0.3275,8.9327e-14,2.58853,1.11034,2.58853,1.11034,0,0
656,0.328,1.72132e-12,1.49971,0.602547,1.49971,0.602547,0,0
657,0.3285,7.20899e-13,0.362289,1.26014,0.362289,1.26014,0,0
658,0.329,4.76732e-12,1.50986,0.642027,1.50986,0.642027,0,0
659,0.3295,2.04031e-12,2.0001,0.584662,2.0001,0.584662,0,0
660,0.33,4.90331e-12,2.85637,0.147943,2.85637,0.147943,0,0
661,0.3305,6.0217e-13,2.05461,0.936058,2.05461,0.936058,0,0
662,0.331,2.57619e-12,1.99712,0.414502,1.99712,0.414502,0,0
663,0.3315,3.36512e-12,1.35308,1.17008,1.35308,1.17008,0,0
664,0.332,1.30667e-12,1.10668,0.289877,1.10668,0.289877,0,0
665,0.3325,3.83423e-12,3.46632,0.94417,3.46632,0.94417,0,0
666,0.333,3.70393e-12,1.42038,0.553763,1.42038,0.553763,0,0
667,0.3335,2.05324e-12,2.95591,1.13891,2.95591,1.13891,0,0
668,0.334,3.1537e-12,1.28976,0.376373,1.28976,0.376373,0,0
669,0.3345,2.71793e-12,2.49653,1.05111,2.49653,1.05111,0,0
670,0.335,4.67196e-12,2.01618,2.32186,2.01618,2.32186,0,0
671,0.3355,1.21823e-12,2.6553,2.12684,2.6553,2.12684,0,0
672,0.336,2.23148e-12,4.47441,1.47344,4.47441,1.47344,0,0
673,0.3365,5.22555e-12,1.08395,0.323306,1.08395,0.323306,0,0
674,0.337,2.45546e-12,0.472185,0.273121,0.472185,0.273121,0,0
675,0.3375,7.30807e-12,4.96438,0.973467,4.96438,0.973467,0,0
676,0.338,2.38191e-12,2.92283,0.6443,2.92283,0.6443,0,0
677,0.3385,3.64373e-12,2.29707,1.34242,2.29707,1.34242,0,0
678,0.339,1.08226e-12,2.82487,0.40533,2.82487,0.40533,0,0
679,0.3395,1.33461e-12,0.195116,0.530368,0.195116,0.530368,0,0
680,0.34,1.15983e-12,0.263987,0.105315,0.263987,0.105315,0,0
681,0.3405,5.68684e-12,0.360493,0.324567,0.360493,0.324567,0,0
682,0.341,1.2209e-12,2.81028,0.509657,2.81028,0.509657,0,0
683,0.3415,7.66389e-12,3.70339,1.01279,3.70339,1.01279,0,0
684,0.342,4.93732e-12,1.83062,0.771772,1.83062,0.771772,0,0
685,0.3425,9.34264e-13,3.36446,0.892022,3.36446,0.892022,0,0
686,0.343,7.1529e-13,0.70126,0.363005,0.70126,0.363005,0,0
687,0.3435,1.47667e-12,1.05783,0.382529,1.05783,0.382529,0,0
688,0.344,6.6771e-12,2.89953,1.53568,2.89953,1.53568,0,0
689,0.3445,3.33806e-12,2.61512,2.16936,2.61512,2.16936,0,0
690,0.345,3.36034e-12,1.4439,1.78002,1.4439,1.78002,0,0
691,0.3455,8.38911e-12,1.75882,0.609107,1.75882,0.609107,0,0
692,0.346,1.6631e-12,0.957403,0.155386,0.957403,0.155386,0,0
693,0.3465,5.79079e-12,2.1138,0.632511,2.1138,0.632511,0,0
694,0.347,1.41331e-12,2.27584,0.424924,2.27584,0.424924,0,0
695,0.3475,1.56265e-11,3.91922,0.343493,3.91922,0.343493,0,0
696,0.348,4.90681e-12,0.763886,0.183592,0.763886,0.183592,0,0
697,0.3485,3.79387e-12,1.71216,0.610338,1.71216,0.610338,0,0
698,0.349,1.07404e-12,1.20872,0.387994,1.20872,0.387994,0,0
699,0.3495,2.48099e-12,2.19169,0.438353,2.19169,0.438353,0,0
700,0.35,3.6201e-12,1.97261,0.371244,1.97261,0.371244,0,0
701,0.3505,3.9682e-12,2.17387,0.164141,2.17387,0.164141,0,0
702,0.351,8.22436e-13,1.63163,0.865677,1.63163,0.865677,0,0
703,0.3515,3.93094e-12,0.861765,0.621989,0.861765,0.621989,0,0
704,0.352,5.86623e-12,0.72602,0.762761,0.72602,0.762761,0,0
705,0.3525,1.21387e-12,0.670522,0.482089,0.670522,0.482089,0,0
706,0.353,2.32555e-11,1.97757,0.811129,1.97757,0.811129,0,0
707,0.3535,6.75877e-12,2.10201,0.524827,2.10201,0.524827,0,0
708,0.354,3.68946e-12,0.421054,0.758908,0.421054,0.758908,0,0
709,0.3545,1.91779e-12,2.5958,0.320585,2.5958,0.320585,0,0
710,0.355,6.30862e-12,2.43039,1.09827,2.43039,1.09827,0,0
711,0.3555,5.07492e-12,2.13011,0.703439,2.13011,0.703439,0,0
712,0.356,2.50919e-11,0.288575,1.04535,0.288575,1.04535,0,0
713,0.3565,3.94611e-12,1.26511,0.319395,1.26511,0.319395,0,0
714,0.357,1.61268e-12,0.600625,0.64849,0.600625,0.64849,0,0
715,0.3575,2.43131e-12,0.261236,0.366876,0.261236,0.366876,0,0
716,0.358,1.01293e-11,1.09063,1.12601,1.09063,1.12601,0,0
717,0.3585,5.24782e-12,1.90161,0.497959,1.90161,0.497959,0,0
718,0.359,3.45112e-12,1.92856,1.12828,1.92856,1.12828,0,0
719,0.3595,7.18779e-12,3.35744,1.17313,3.35744,1.17313,0,0
720,0.36,3.89333e-12,7.5426,14.1533,7.5426,14.1533,0,0
721,0.3605,5.92175e-12,0.203662,2.01904,0.203662,2.01904,0,0
722,0.361,2.61043e-12,0.851975,0.788967,0.851975,0.788967,0,0
723,0.3615,4.36905e-12,1.69864,0.989594,1.69864,0.989594,0,0
724,0.362,9.94121e-12,2.60472,1.01086,2.60472,1.01086,0,0
725,0.3625,3.11308e-12,1.49454,1.24517,1.49454,1.24517,0,0
726,0.363,1.84699e-12,0.731217,1.10727,0.731217,1.10727,0,0
727,0.3635,1.12955e-12,1.39332,0.374074,1.39332,0.374074,0,0
728,0.364,1.1459e-12,1.2514,0.976331,1.2514,0.976331,0,0
729,0.3645,4.21214e-12,0.349787,0.811171,0.349787,0.811171,0,0
730,0.365,3.599e-12,2.11966,1.19792,2.11966,1.19792,0,0
731,0.3655,1.97058e-12,3.10878,0.892363,3.10878,0.892363,0,0
732,0.366,5.70493e-13,1.49781,1.49168,1.49781,1.49168,0,0
733,0.3665,2.03195e-12,2.14514,0.628978,2.14514,0.628978,0,0
734,0.367,1.3508e-11,0.45256,0.751233,0.45256,0.751233,0,0
735,0.3675,3.02153e-12,1.73302,0.176698,1.73302,0.176698,0,0
736,0.368,1.12223e-12,2.69734,0.323909,2.69734,0.323909,0,0
737,0.3685,4.39907e-12,1.89087,0.714144,1.89087,0.714144,0,0
738,0.369,9.45004e-12,2.44656,0.536208,2.44656,0.536208,0,0
739,0.3695,5.37344e-12,5.14599,0.602595,5.14599,0.602595,0,0
740,0.37,7.17142e-12,1.3447,1.22427,1.3447,1.22427,0,0
741,0.3705,2.84248e-12,1.55929,0.331888,1.55929,0.331888,0,0
742,0.371,5.20896e-12,1.30377,0.909666,1.30377,0.909666,0,0
743,0.3715,3.8617e-12,0.436839,0.23678,0.436839,0.23678,0,0
744,0.372,3.53793e-12,0.578096,1.06747,0.578096,1.06747,0,0
745,0.3725,3.84261e-11,1.40289,0.452165,1.40289,0.452165,0,0
746,0.373,1.55441e-12,1.19367,0.170573,1.19367,0.170573,0,0
747,0.3735,1.59806e-12,1.89478,0.483697,1.89478,0.483697,0,0
748,0.374,1.02096e-11,2.52883,0.87966,2.52883,0.87966,0,0
749,0.3745,3.12302e-12,3.78444,0.1376,3.78444,0.1376,0,0
750,0.375,2.82359e-12,3.42904,2.50079,3.42904,2.50079,0,0
751,0.3755,5.30735e-12,3.68883,2.81371,3.68883,2.81371,0,0
752,0.376,2.48425e-12,4.12083,1.31542,4.12083,1.31542,0,0
753,0.3765,6.29357e-12,1.60802,0.420137,1.60802,0.420137,0,0
754,0.377,4.60472e-12,0.783719,0.300385,0.783719,0.300385,0,0
755,0.3775,3.65376e-12,0.700443,0.102951,0.700443,0.102951,0,0
756,0.378,6.45249e-12,4.10101,0.379312,4.10101,0.379312,0,0
757,0.3785,4.83481e-12,4.62368,0.539785,4.62368,0.539785,0,0
758,0.379,3.92349e-12,2.03084,0.0650344,2.03084,0.0650344,0,0
759,0.3795,2.70477e-12,5.95343,0.291092,5.95343,0.291092,0,0
760,0.38,4.49065e-12,1.99857,0.27643,1.99857,0.27643,0,0
761,0.3805,5.52985e-12,1.51884,0.404294,1.51884,0.404294,0,0
762,0.381,2.70566e-12,1.48227,0.537673,1.48227,0.537673,0,0
763,0.3815,3.11995e-11,2.34898,0.447181,2.34898,0.447181,0,0
764,0.382,3.12768e-12,3.31067,0.474458,3.31067,0.474458,0,0
765,0.3825,1.94183e-12,1.00752,0.327957,1.00752,0.327957,0,0
766,0.383,3.64604e-12,2.05968,0.280609,2.05968,0.280609,0,0
767,0.3835,2.61873e-12,2.00355,0.311612,2.00355,0.311612,0,0
768,0.384,2.24737e-12,0.854926,0.691281,0.854926,0.691281,0,0
769,0.3845,6.99357e-12,0.705187,0.883887,0.705187,0.883887,0,0
770,0.385,5.5483e-12,2.78899,0.270444,2.78899,0.270444,0,0
771,0.3855,1.63627e-12,3.02569,0.0831054,3.02569,0.0831054,0,0
772,0.386,9.01124e-12,1.32199,0.298247,1.32199,0.298247,0,0
773,0.3865,2.53682e-12,2.28962,0.173762,2.28962,0.173762,0,0
774,0.387,3.96005e-12,1.96292,0.111059,1.96292,0.111059,0,0
775,0.3875,4.53659e-12,1.98457,0.3141,1.98457,0.3141,0,0
776,0.388,4.76201e-12,2.48465,0.597521,2.48465,0.597521,0,0
777,0.3885,9.2441e-13,0.95084,0.267325,0.95084,0.267325,0,0
778,0.389,1.76599e-11,1.2079,0.512658,1.2079,0.512658,0,0
779,0.3895,3.62895e-12,1.70474,0.0740962,1.70474,0.0740962,0,0
780,0.39,5.75774e-12,2.85273,0.360564,2.85273,0.360564,0,0
781,0.3905,4.11168e-12,2.53025,0.139931,2.53025,0.139931,0,0
782,0.391,3.79188e-12,3.57875,0.407972,3.57875,0.407972,0,0
783,0.3915,2.61953e-11,2.75073,0.192285,2.75073,0.192285,0,0
784,0.392,3.39974e-12,1.67256,0.485652,1.67256,0.485652,0,0
785,0.3925,6.33177e-12,2.00985,0.232191,2.00985,0.232191,0,0
786,0.393,2.09584e-11,0.991789,0.737431,0.991789,0.737431,0,0
787,0.3935,5.44099e-12,1.94631,0.365481,1.94631,0.365481,0,0
788,0.394,4.7454e-12,1.87278,0.570822,1.87278,0.570822,0,0
789,0.3945,2.28024e-12,0.533375,0.348042,0.533375,0.348042,0,0
790,0.395,1.1901e-11,0.765184,0.742442,0.765184,0.742442,0,0
791,0.3955,1.33997e-12,1.76368,0.529674,1.76368,0.529674,0,0
792,0.396,3.64258e-12,2.71995,0.731632,2.71995,0.731632,0,0
793,0.3965,2.19018e-12,1.72264,0.284405,1.72264,0.284405,0,0
794,0.397,2.72489e-12,0.79096,0.370377,0.79096,0.370377,0,0
795,0.3975,1.79764e-12,2.59098,0.747898,2.59098,0.747898,0,0
796,0.398,6.75785e-12,1.00795,0.426705,1.00795,0.426705,0,0
797,0.3985,5.18755e-13,3.56122,0.866564,3.56122,0.866564,0,0
798,0.399,1.5516e-12,4.78363,0.707394,4.78363,0.707394,0,0
799,0.3995,1.89449e-11,3.11611,2.93571,3.11611,2.93571,0,0
800,0.4,2.72727e-12,12.6806,29.312,12.6806,29.312,0,0
801,0.4005,3.71547e-12,2.14273,3.00795,2.14273,3.00795,0,0
802,0.401,1.80722e-11,5.09608,0.763741,5.09608,0.763741,0,0
803,0.4015,1.09784e-11,4.35386,0.952649,4.35386,0.952649,0,0
804,0.402,3.46617e-12,2.04796,0.433923,2.04796,0.433923,0,0
805,0.4025,1.30981e-12,1.32622,1.04178,1.32622,1.04178,0,0
806,0.403,5.95586e-12,3.21676,0.394778,3.21676,0.394778,0,0
807,0.4035,2.54065e-12,1.63445,0.164781,1.63445,0.164781,0,0
808,0.404,1.22462e-12,0.937646,0.789605,0.937646,0.789605,0,0
809,0.4045,5.81341e-12,0.861132,0.697017,0.861132,0.697017,0,0
810,0.405,4.18894e-12,0.275966,0.9929,0.275966,0.9929,0,0
811,0.4055,5.84851e-12,1.51741,0.80641,1.51741,0.80641,0,0
812,0.406,5.23056e-13,1.29822,0.913613,1.29822,0.913613,0,0
813,0.4065,2.02877e-12,0.772225,0.451595,0.772225,0.451595,0,0
814,0.407,1.54032e-12,1.11716,1.14019,1.11716,1.14019,0,0
815,0.4075,2.32897e-12,0.86356,0.345484,0.86356,0.345484,0,0
816,0.408,5.10063e-12,1.25205,0.822794,1.25205,0.822794,0,0
817,0.4085,1.77648e-11,1.57808,0.238966,1.57808,0.238966,0,0
818,0.409,6.58779e-12,2.08755,0.585463,2.08755,0.585463,0,0
819,0.4095,1.96081e-12,0.384581,0.574971,0.384581,0.574971,0,0
820,0.41,5.19725e-12,1.02136,1.06451,1.02136,1.06451,0,0
821,0.4105,2.87162e-12,0.67284,0.511521,0.67284,0.511521,0,0
822,0.411,1.58514e-12,1.32278,1.15655,1.32278,1.15655,0,0
823,0.4115,4.4757e-12,1.46669,0.671651,1.46669,0.671651,0,0
824,0.412,2.02849e-12,1.02271,1.32315,1.02271,1.32315,0,0
825,0.4125,2.98113e-11,1.20135,0.135737,1.20135,0.135737,0,0
826,0.413,8.8505e-12,1.45655,0.547726,1.45655,0.547726,0,0
827,0.4135,5.70944e-12,0.540478,0.189452,0.540478,0.189452,0,0
828,0.414,3.97409e-12,1.56464,1.0085,1.56464,1.0085,0,0
829,0.4145,3.23554e-12,2.23394,0.429002,2.23394,0.429002,0,0
830,0.415,3.6776e-12,3.84996,1.7109,3.84996,1.7109,0,0
831,0.4155,4.43281e-12,2.52197,1.26423,2.52197,1.26423,0,0
832,0.416,1.25286e-12,2.2328,0.157662,2.2328,0.157662,0,0
833,0.4165,7.95994e-12,1.6555,0.406227,1.6555,0.406227,0,0
834,0.417,1.41161e-12,1.70954,0.459808,1.70954,0.459808,0,0
835,0.4175,2.43593e-12,2.352,0.248488,2.352,0.248488,0,0
836,0.418,1.67348e-12,2.07387,0.504834,2.07387,0.504834,0,0
837,0.4185,4.48993e-12,1.9636,0.430931,1.9636,0.430931,0,0
838,0.419,2.16823e-12,2.86712,0.710821,2.86712,0.710821,0,0
839,0.4195,2.68769e-12,1.56509,0.190253,1.56509,0.190253,0,0
840,0.42,5.72078e-12,2.6476,0.275441,2.6476,0.275441,0,0
841,0.4205,5.44976e-12,2.05015,0.347645,2.05015,0.347645,0,0
842,0.421,1.05195e-12,2.0361,0.570965,2.0361,0.570965,0,0
843,0.4215,1.27453e-12,1.85905,0.327608,1.85905,0.327608,0,0
844,0.422,5.05396e-12,2.25866,0.438506,2.25866,0.438506,0,0
845,0.4225,1.14439e-11,1.10021,0.256994,1.10021,0.256994,0,0
846,0.423,1.35979e-12,1.03151,0.315268,1.03151,0.315268,0,0
847,0.4235,2.3132e-12,3.18488,0.370398,3.18488,0.370398,0,0
848,0.424,1.29584e-11,0.571267,0.394423,0.571267,0.394423,0,0
849,0.4245,6.62546e-12,3.89372,1.34373,3.89372,1.34373,0,0
850,0.425,3.07733e-12,3.69171,1.75705,3.69171,1.75705,0,0
851,0.4255,5.65384e-12,2.25356,0.489797,2.25356,0.489797,0,0
852,0.426,6.51673e-12,0.864687,0.859654,0.864687,0.859654,0,0
853,0.4265,4.90813e-12,1.49354,0.135932,1.49354,0.135932,0,0
854,0.427,1.90886e-12,0.440505,0.26427,0.440505,0.26427,0,0
855,0.4275,8.56545e-12,1.80742,0.413782,1.80742,0.413782,0,0
856,0.428,8.35188e-12,1.40149,1.06466,1.40149,1.06466,0,0
857,0.4285,2.76645e-11,1.15702,0.721509,1.15702,0.721509,0,0
858,0.429,3.81328e-12,0.447474,0.892876,0.447474,0.892876,0,0
859,0.4295,1.53798e-12,0.0818523,0.485977,0.0818523,0.485977,0,0
860,0.43,2.78591e-12,1.10887,0.848216,1.10887,0.848216,0,0
861,0.4305,1.84375e-12,0.887626,0.415315,0.887626,0.415315,0,0
862,0.431,8.32704e-12,2.33479,0.1823,2.33479,0.1823,0,0
863,0.4315,6.59622e-13,1.76941,0.55214,1.76941,0.55214,0,0
864,0.432,2.36833e-11,1.16564,0.448114,1.16564,0.448114,0,0
865,0.4325,3.01574e-12,1.75414,0.600576,1.75414,0.600576,0,0
866,0.433,3.16071e-12,0.263143,0.729521,0.263143,0.729521,0,0
867,0.4335,2.44657e-12,1.5911,0.811618,1.5911,0.811618,0,0
868,0.434,2.75318e-12,2.31271,0.987757,2.31271,0.987757,0,0
869,0.4345,4.29627e-12,1.48674,0.590072,1.48674,0.590072,0,0
870,0.435,1.99212e-12,0.600027,0.647718,0.600027,0.647718,0,0
871,0.4355,1.27273e-11,2.10502,0.331383,2.10502,0.331383,0,0
872,0.436,8.92153e-12,0.666237,0.530321,0.666237,0.530321,0,0
873,0.4365,5.1081e-12,0.397107,0.302388,0.397107,0.302388,0,0
874,0.437,5.4919e-12,3.8405,0.695619,3.8405,0.695619,0,0
875,0.4375,9.52399e-12,0.543601,0.739869,0.543601,0.739869,0,0
876,0.438,4.16784e-12,2.58916,0.259954,2.58916,0.259954,0,0
877,0.4385,9.30565e-12,4.91836,0.705745,4.91836,0.705745,0,0
878,0.439,3.05611e-12,3.59746,0.290933,3.59746,0.290933,0,0
879,0.4395,6.91912e-12,1.88745,2.61498,1.88745,2.61498,0,0
880,0.44,2.90533e-12,8.24253,8.62215,8.24253,8.62215,0,0
881,0.4405,1.53144e-12,5.04887,2.93642,5.04887,2.93642,0,0
882,0.441,1.35887e-12,1.53412,0.646889,1.53412,0.646889,0,0
883,0.4415,2.11753e-12,3.27056,0.986161,3.27056,0.986161,0,0
884,0.442,6.57952e-12,0.58855,0.407889,0.58855,0.407889,0,0
885,0.4425,1.08542e-12,2.00581,0.820565,2.00581,0.820565,0,0
886,0.443,2.01387e-11,0.48247,0.405726,0.48247,0.405726,0,0
887,0.4435,2.88559e-12,1.56413,0.596584,1.56413,0.596584,0,0
888,0.444,3.11539e-12,1.87691,0.385025,1.87691,0.385025,0,0
889,0.4445,4.11202e-12,1.68846,0.427498,1.68846,0.427498,0,0
890,0.445,6.24825e-12,0.697847,0.614525,0.697847,0.614525,0,0
891,0.4455,2.87941e-12,1.13745,0.16014,1.13745,0.16014,0,0
892,0.446,5.04328e-12,1.90351,0.153062,1.90351,0.153062,0,0
893,0.4465,2.90693e-12,0.899763,0.558945,0.899763,0.558945,0,0
894,0.447,1.36166e-11,1.24246,0.62346,1.24246,0.62346,0,0
895,0.4475,7.25418e-12,2.28866,0.209501,2.28866,0.209501,0,0
896,0.448,2.20475e-12,2.44944,0.541805,2.44944,0.541805,0,0
897,0.4485,6.48993e-12,2.70529,0.374972,2.70529,0.374972,0,0
898,0.449,3.36589e-12,3.96531,0.463204,3.96531,0.463204,0,0
899,0.4495,8.52181e-13,1.63585,0.170593,1.63585,0.170593,0,0
900,0.45,4.4449e-12,3.29879,0.351917,3.29879,0.351917,0,0
901,0.4505,4.85738e-12,1.69584,0.422861,1.69584,0.422861,0,0
902,0.451,3.89588e-12,1.55287,0.279051,1.55287,0.279051,0,0
903,0.4515,7.3108e-12,1.1652,0.227489,1.1652,0.227489,0,0
904,0.452,1.30726e-12,2.74925,0.57318,2.74925,0.57318,0,0
905,0.4525,8.89654e-12,0.242791,0.266713,0.242791,0.266713,0,0
906,0.453,6.9525e-12,2.06955,0.273972,2.06955,0.273972,0,0
907,0.4535,4.43623e-12,1.44718,0.459118,1.44718,0.459118,0,0
908,0.454,3.43885e-12,1.96224,0.196489,1.96224,0.196489,0,0
909,0.4545,5.02146e-12,2.49061,0.277705,2.49061,0.277705,0,0
910,0.455,4.39944e-12,3.47417,0.698346,3.47417,0.698346,0,0
911,0.4555,3.49668e-12,1.17845,0.987299,1.17845,0.987299,0,0
912,0.456,1.79035e-12,2.81717,0.848672,2.81717,0.848672,0,0
913,0.4565,5.00449e-12,0.683096,0.272593,0.683096,0.272593,0,0
914,0.457,2.52458e-12,1.415,0.365017,1.415,0.365017,0,0
915,0.4575,7.49931e-13,2.68211,0.580461,2.68211,0.580461,0,0
916,0.458,3.19168e-12,2.58531,0.467093,2.58531,0.467093,0,0
917,0.4585,4.07106e-12,2.66194,0.726089,2.66194,0.726089,0,0
918,0.459,1.97942e-12,2.57626,0.555131,2.57626,0.555131,0,0
919,0.4595,8.4781e-13,0.727943,0.049928,0.727943,0.049928,0,0
920,0.46,5.28214e-12,1.65085,0.382488,1.65085,0.382488,0,0
921,0.4605,1.08542e-12,6.08228,0.269401,6.08228,0.269401,0,0
922,0.461,1.78249e-12,3.03677,0.134936,3.03677,0.134936,0,0
923,0.4615,5.10292e-12,5.07863,0.613846,5.07863,0.613846,0,0
924,0.462,6.97311e-12,4.55247,0.457727,4.55247,0.457727,0,0
925,0.4625,5.22586e-12,2.53802,0.506274,2.53802,0.506274,0,0
926,0.463,2.68219e-12,1.99048,0.391687,1.99048,0.391687,0,0
927,0.4635,1.37998e-12,0.982909,0.451873,0.982909,0.451873,0,0
928,0.464,4.09537e-12,4.93831,1.41955,4.93831,1.41955,0,0
929,0.4645,4.05172e-12,2.78685,2.75994,2.78685,2.75994,0,0
930,0.465,6.87453e-12,3.75296,2.63443,3.75296,2.63443,0,0
931,0.4655,1.80441e-12,3.23645,0.476091,3.23645,0.476091,0,0
932,0.466,5.10645e-12,2.22725,0.970915,2.22725,0.970915,0,0
933,0.4665,5.78657e-12,2.06838,0.203637,2.06838,0.203637,0,0
934,0.467,5.11192e-12,1.07977,0.300348,1.07977,0.300348,0,0
935,0.4675,3.09277e-12,2.12706,0.134231,2.12706,0.134231,0,0
936,0.468,1.90275e-12,0.445332,1.17873,0.445332,1.17873,0,0
937,0.4685,2.81314e-12,0.529727,0.671619,0.529727,0.671619,0,0
938,0.469,4.66876e-12,2.01833,1.01895,2.01833,1.01895,0,0
939,0.4695,1.10592e-12,1.86236,0.758051,1.86236,0.758051,0,0
940,0.47,3.69566e-12,1.2285,1.38318,1.2285,1.38318,0,0
941,0.4705,2.31599e-11,5.66203,0.753468,5.66203,0.753468,0,0
942,0.471,2.19029e-12,2.77904,0.675378,2.77904,0.675378,0,0
943,0.4715,2.43698e-12,2.59208,0.212452,2.59208,0.212452,0,0
944,0.472,3.09913e-11,2.32638,0.508048,2.32638,0.508048,0,0
945,0.4725,1.80072e-12,2.24613,0.334848,2.24613,0.334848,0,0
946,0.473,2.82794e-12,0.424348,0.906603,0.424348,0.906603,0,0
947,0.4735,4.30432e-12,3.30521,0.200423,3.30521,0.200423,0,0
948,0.474,5.42787e-12,1.08629,1.58015,1.08629,1.58015,0,0
949,0.4745,2.31521e-11,4.21713,1.13592,4.21713,1.13592,0,0
950,0.475,2.94058e-12,2.51722,1.36552,2.51722,1.36552,0,0
951,0.4755,1.08417e-12,1.02418,0.79298,1.02418,0.79298,0,0
952,0.476,3.24377e-12,1.14584,1.09651,1.14584,1.09651,0,0
953,0.4765,2.14615e-12,2.19407,0.497409,2.19407,0.497409,0,0
954,0.477,1.08431e-12,0.844398,1.22952,0.844398,1.22952,0,0
955,0.4775,5.04915e-12,1.85799,1.18542,1.85799,1.18542,0,0
956,0.478,5.42706e-12,2.77497,1.1802,2.77497,1.1802,0,0
957,0.4785,7.0458e-12,2.33436,0.809777,2.33436,0.809777,0,0
958,0.479,1.73532e-12,2.94054,0.989298,2.94054,0.989298,0,0
959,0.4795,7.07882e-13,2.15098,1.59889,2.15098,1.59889,0,0
960,0.48,2.82846e-12,9.78566,27.7985,9.78566,27.7985,0,0
961,0.4805,3.64332e-12,3.42211,1.35374,3.42211,1.35374,0,0
962,0.481,1.64427e-12,4.39406,1.25951,4.39406,1.25951,0,0
963,0.4815,5.10533e-12,4.34559,0.939678,4.34559,0.939678,0,0
964,0.482,3.96524e-12,1.83021,1.30546,1.83021,1.30546,0,0
965,0.4825,5.88455e-13,0.671407,0.693329,0.671407,0.693329,0,0
966,0.483,4.49147e-13,0.573694,0.890059,0.573694,0.890059,0,0
967,0.4835,3.39517e-12,1.15928,0.818652,1.15928,0.818652,0,0
968,0.484,3.67704e-12,1.42324,1.21068,1.42324,1.21068,0,0
969,0.4845,1.80053e-12,3.05823,1.00689,3.05823,1.00689,0,0
970,0.485,5.59456e-12,3.42232,1.2206,3.42232,1.2206,0,0
971,0.4855,3.58652e-12,3.49018,0.53392,3.49018,0.53392,0,0
972,0.486,1.72588e-12,0.316146,0.979866,0.316146,0.979866,0,0
973,0.4865,4.67128e-13,2.59016,1.06238,2.59016,1.06238,0,0
974,0.487,1.81026e-12,2.54208,0.89777,2.54208,0.89777,0,0
975,0.4875,4.66909e-12,2.71531,0.943996,2.71531,0.943996,0,0
976,0.488,3.09749e-12,1.2466,0.895141,1.2466,0.895141,0,0
977,0.4885,5.91034e-12,1.24388,1.09227,1.24388,1.09227,0,0
978,0.489,4.23547e-12,0.993807,1.0106,0.993807,1.0106,0,0
979,0.4895,7.39302e-12,1.6879,0.488957,1.6879,0.488957,0,0
980,0.49,3.76851e-11,3.36201,0.481058,3.36201,0.481058,0,0
981,0.4905,3.3255e-13,2.7739,0.786891,2.7739,0.786891,0,0
982,0.491,1.88998e-12,2.2805,0.386111,2.2805,0.386111,0,0
983,0.4915,2.92927e-11,2.57942,1.01731,2.57942,1.01731,0,0
984,0.492,2.66789e-12,1.2765,0.227758,1.2765,0.227758,0,0
985,0.4925,2.00763e-12,5.05504,0.767054,5.05504,0.767054,0,0
986,0.493,6.6203e-12,3.32187,0.452147,3.32187,0.452147,0,0
987,0.4935,3.72875e-12,2.65804,0.997722,2.65804,0.997722,0,0
988,0.494,2.75539e-12,1.41084,0.0552177,1.41084,0.0552177,0,0
989,0.4945,3.99784e-12,2.75177,0.926015,2.75177,0.926015,0,0
990,0.495,4.01495e-12,2.43525,1.86929,2.43525,1.86929,0,0
991,0.4955,1.25809e-12,3.37716,2.07406,3.37716,2.07406,0,0
992,0.496,6.59029e-12,5.26517,1.68321,5.26517,1.68321,0,0
993,0.4965,2.93346e-12,1.27459,0.332288,1.27459,0.332288,0,0
994,0.497,4.74558e-12,0.122338,0.381763,0.122338,0.381763,0,0
995,0.4975,8.35996e-13,5.2978,0.979365,5.2978,0.979365,0,0
996,0.498,3.45339e-12,3.46109,0.703412,3.46109,0.703412,0,0
997,0.4985,1.44202e-12,4.14521,1.24338,4.14521,1.24338,0,0
998,0.499,4.89281e-12,3.57958,0.389963,3.57958,0.389963,0,0
999,0.4995,3.32381e-12,0.595495,0.444974,0.595495,0.444974,0,0
